cod_qc,nombre,lat,lon,altitud_oficial,dept,sector,umbral_pp,umbral_t,radio_pp,radio_t,delta_z,clase_diagnostico,area_pp_km2,radio_pp_km,n_px_pp,area_temp_km2,radio_temp_km,n_px_temp
qc47E87066,PUERTO ESPERANZA,-9.77083,-70.70666,238,UCAYALI,SELVA CENTRAL BAJA,100,200,40,80,1.3151702880859375,Consistente,5012.8407,39.945,5569823,20106.2034,80.0,22340226
qc00114140,PAMPA BLANCA,-14.23722,-75.10389,1024,,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,-0.2607421875,Consistente,19.3536,2.482,21504,158.9607,7.113,176623
qc00213403,LETRAYOC,-13.65773,-75.74496,682,ICA,COSTA SUR,80,150,70,120,8.7308349609375,Consistente,625.0356,14.105,694484,3227.5791,32.053,3586199
qc472DF5D6,HUAYTAPALLANA,-11.92717,-75.06186,4632,JUNIN,SIERRA CENTRAL ORIENTAL,100,200,10,20,-27.0634765625,Consistente,110.0349,5.918,122261,439.0425,11.822,487825
qc00111296,MANTARO,-11.83382,-75.39073,3314,,SIERRA CENTRAL ORIENTAL,100,200,10,20,-0.138671875,Consistente,117.6822,6.12,130758,365.7546,10.79,406394
qc00111294,MUQUI,-11.82102,-75.43101,3318,,SIERRA CENTRAL ORIENTAL,100,200,10,20,-0.39501953125,Consistente,116.7093,6.095,129677,341.0271,10.419,378919
qc4725C4EA,SATIPO,-11.2247,-74.6087,1370,JUNIN,SELVA CENTRAL BAJA,100,200,40,80,789.2294311523438,Sospechosa,660.7782,14.503,734198,5293.9647,41.05,5882183
qc00111299,POTSOTENI,-11.41316,-74.14723,345,,SELVA CENTRAL BAJA,100,200,40,80,0.16943359375,Consistente,402.4503,11.318,447167,3290.3712,32.363,3655968
qc47257764,TARMA,-11.3967,-75.6899,3017,JUNIN,SIERRA CENTRAL ORIENTAL,100,200,10,20,-0.0810546875,Consistente,24.7923,2.809,27547,112.7493,5.991,125277
qc00111288,CHACAPALPA,-11.7525,-75.74226,3945,JUNIN,SIERRA CENTRAL ORIENTAL,100,200,10,20,-0.802490234375,Consistente,57.0744,4.262,63416,471.3408,12.249,523712
qc472D9030,MARCAPOMACOCHA,-11.40443,-76.32508,4443,JUNIN,SIERRA CENTRAL ORIENTAL,100,200,10,20,0.8251953125,Consistente,97.8345,5.58,108705,665.5986,14.556,739554
qc00211001,SALINAR,-7.66069,-78.96109,346,LA LIBERTAD,COSTA NORTE,80,150,70,120,8.120452880859375,Consistente,704.556,14.976,782840,2829.4848,30.011,3143872
qc472D30C8,CASAGRANDE,-7.75031,-79.18869,142,LA LIBERTAD,COSTA NORTE,80,150,70,120,2.512435913085937,Consistente,1803.8583,23.962,2004287,22203.2682,84.069,24670298
qc47E150D6,PUENTE TALAPALCA,-17.47487,-70.17265,2177,TACNA,SIERRA SUR OCCIDENTAL,100,200,30,60,46.593994140625,Consistente,137.3751,6.613,152639,580.0149,13.588,644461
qc472FF022,SAPILLICA,-4.79639,-79.99972,1421,PIURA,SIERRA NORTE OCCIDENTAL,100,200,15,30,22.8182373046875,Consistente,92.4615,5.425,102735,403.9587,11.339,448843
qc472FC5B8,PAIMAS,-4.63439,-79.94581,609,PIURA,COSTA NORTE,80,150,70,120,9.8050537109375,Consistente,752.067,15.472,835630,4706.6814,38.706,5229646
qc47E281B0,HUALCUY,-4.74701,-79.60729,1972,PIURA,SIERRA NORTE OCCIDENTAL,100,200,15,30,-23.8416748046875,Consistente,119.1474,6.158,132386,771.9633,15.676,857737
qc472B607A,CORRAL QUEMADO,-5.75461,-78.69208,427,AMAZONAS,SELVA NORTE ALTA,100,200,35,70,-3.738006591796875,Consistente,642.7989,14.304,714221,1524.9159,22.032,1694351
qc472B2370,MAGUNCHAL,-5.88987,-78.18876,618,AMAZONAS,SELVA NORTE ALTA,100,200,35,70,-1.34112548828125,Consistente,166.5333,7.281,185037,1871.4546,24.407,2079394
qc00220907,NARANJITO,-5.81968,-78.27598,500,AMAZONAS,SELVA NORTE ALTA,100,200,35,70,1.089630126953125,Consistente,303.5727,9.83,337303,1978.3107,25.094,2198123
qc00109096,BUENA VISTA,-9.43372,-78.20828,182,ANCASH,COSTA CENTRO,80,150,60,100,-23.950958251953125,Consistente,1024.7958,18.061,1138662,2937.9222,30.581,3264358
qc4725A10C,CHAVIN,-9.58598,-77.17529,3140,ANCASH,SIERRA CENTRAL ORIENTAL,100,200,10,20,14.171630859375,Consistente,17.5941,2.367,19549,68.2371,4.661,75819
qc00211408,CONDORCERRO,-8.65793,-78.26172,485,LA LIBERTAD,COSTA NORTE,80,150,70,120,32.0,Consistente,624.2139,14.096,693571,1997.6922,25.217,2219658
qc00211601,SAN JACINTO,-9.141,-78.2023,417,ANCASH,COSTA CENTRO,80,150,60,100,5.661468505859375,Consistente,633.7476,14.203,704164,2219.3415,26.579,2465935
qc00113253,CURAHUASI,-13.5526,-72.7349,2737,APURIMAC,SIERRA SUR ORIENTAL,100,200,20,40,2.16748046875,Consistente,82.3509,5.12,91501,576.9027,13.551,641003
qc47263360,GRANJA SAN ANTONIO,-13.60492,-72.85693,2780,APURIMAC,SIERRA SUR ORIENTAL,100,200,20,40,11.3984375,Consistente,86.9391,5.261,96599,594.7299,13.759,660811
qc472B16EA,HUACULLO,-14.65289,-72.57275,4672,AREQUIPA,SIERRA SUR ORIENTAL,100,200,20,40,12.162109375,Consistente,318.7197,10.072,354133,2754.2529,29.609,3060281
qc472A1410,CASACCANCHA,-13.98923,-72.29832,4033,APURIMAC,SIERRA SUR ORIENTAL,100,200,20,40,-15.431640625,Consistente,277.5438,9.399,308382,1645.6293,22.887,1828477
qc00113246,TANCAYLLO,-13.63523,-73.69004,3325,APURIMAC,SIERRA SUR ORIENTAL,100,200,20,40,23.427490234375,Consistente,128.6343,6.399,142927,1069.7553,18.453,1188617
qc472B55E0,PUENTE SALINAS AMOJAO,-5.45096,-78.4894,381,AMAZONAS,SELVA NORTE BAJA,80,150,60,100,41.0,Consistente,794.0565,15.898,882285,3319.0092,32.503,3687788
qc00116085,AREQUIPA UV,-16.4042,-71.55155,2307,,SIERRA SUR OCCIDENTAL,100,200,30,60,-0.1962890625,Consistente,345.2949,10.484,383661,1209.3552,19.62,1343728
qc00116087,BELLA ESPERANZA,-16.3648,-71.5,2713,,SIERRA SUR OCCIDENTAL,100,200,30,60,-0.000732421875,Consistente,262.4202,9.14,291578,1225.7523,19.753,1361947
qc00116083,CAYMA,-16.31689,-71.57919,2650,,SIERRA SUR OCCIDENTAL,100,200,30,60,0.360107421875,Consistente,269.0388,9.254,298932,1179.6309,19.378,1310701
qc472147C4,CHARCANI,-16.31086,-71.49511,2625,AREQUIPA,SIERRA SUR OCCIDENTAL,100,200,30,60,-1.961181640625,Consistente,243.2115,8.799,270235,1226.7585,19.761,1363065
qc00116077,CHIGUATA,-16.40645,-71.40914,2902,AREQUIPA,SIERRA SUR OCCIDENTAL,100,200,30,60,4.705322265625,Consistente,207.3726,8.125,230414,1029.4371,18.102,1143819
qc00116079,HUASACACHE,-16.45774,-71.56635,2200,AREQUIPA,SIERRA SUR OCCIDENTAL,100,200,30,60,-0.652099609375,Consistente,335.0673,10.327,372297,1156.1112,19.183,1284568
qc472EE1AE,TINGO GRANDE,-16.45992,-71.57431,2183,AREQUIPA,SIERRA SUR OCCIDENTAL,100,200,30,60,12.90771484375,Consistente,329.616,10.243,366240,1140.1632,19.051,1266848
qc00116082,SAN FRANCISCO,-16.38519,-71.49044,2735,,SIERRA SUR OCCIDENTAL,100,200,30,60,0.012451171875,Consistente,270.2466,9.275,300274,1223.9694,19.738,1359966
qc00116078,TUCTUMPAYA,-16.48827,-71.33463,3380,,SIERRA SUR OCCIDENTAL,100,200,30,60,-0.203369140625,Consistente,205.0236,8.078,227804,720.6336,15.145,800704
qc47E3B6D0,SAN JOSE DE UZUNA,-16.58103,-71.32836,3262,AREQUIPA,SIERRA SUR OCCIDENTAL,100,200,30,60,-1.4326171875,Consistente,270.261,9.275,300290,743.436,15.383,826040
qc00116086,LAS SALINAS,-16.32064,-71.15212,4336,,SIERRA SUR OCCIDENTAL,100,200,30,60,0.1767578125,Consistente,752.2119,15.474,835791,3480.0633,33.283,3866737
qc4722E032,PUENTE DEL DIABLO,-16.42665,-71.67507,1950,AREQUIPA,SIERRA SUR OCCIDENTAL,100,200,30,60,7.709716796875,Consistente,213.0183,8.234,236687,968.409,17.557,1076010
qc47E26242,BOYADERO,-16.58989,-72.00886,994,AREQUIPA,COSTA SUR,80,150,70,120,4.82843017578125,Consistente,1224.4131,19.742,1360459,3218.2371,32.006,3575819
qc00116065,LA PAMPILLA,-16.41384,-71.53452,2326,AREQUIPA,SIERRA SUR OCCIDENTAL,100,200,30,60,3.1025390625,Consistente,333.8865,10.309,370985,1252.9674,19.971,1392186
qc00110138,SHAQUEK,-10.07116,-77.52504,2979,ANCASH,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,16.256103515625,Consistente,33.0426,3.243,36714,232.308,8.599,258120
qc47E89394,PACHACOTO,-9.85243,-77.40607,3723,ANCASH,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,-2.556396484375,Consistente,64.3752,4.527,71528,319.8123,10.09,355347
qc47259496,RECUAY,-9.72919,-77.45365,3431,ANCASH,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,18.56201171875,Consistente,35.5509,3.364,39501,209.6757,8.17,232973
qc00114119,VISCA VISCA,-14.7228,-71.9787,4247,AREQUIPA,SIERRA SUR ORIENTAL,100,200,20,40,-10.7646484375,Consistente,215.7435,8.287,239715,1508.9499,21.916,1676611
qc00115150,COROPUNA,-15.53597,-72.61056,5800,AREQUIPA,SIERRA SUR OCCIDENTAL,100,200,30,60,136.0595703125,Discrepancia leve,17.712,2.374,19680,41.6538,3.641,46282
qc00117061,PAMPA BLANCA,-17.07161,-71.72453,100,,COSTA SUR,80,150,70,120,0.065032958984375,Consistente,310.9149,9.948,345461,17901.1197,75.486,19890133
qc00115151,CUYAU,-15.21794,-72.93564,2222,AREQUIPA,SIERRA SUR OCCIDENTAL,100,200,30,60,-16.2021484375,Consistente,32.832,3.233,36480,368.1846,10.826,409094
qc47280292,COTAHUASI,-15.21134,-72.89331,2683,AREQUIPA,SIERRA SUR OCCIDENTAL,100,200,30,60,-6.12451171875,Consistente,67.2912,4.628,74768,516.4704,12.822,573856
qc4729D600,PAMPA CANGALLO,-13.56184,-74.19889,3315,AYACUCHO,SIERRA SUR ORIENTAL,100,200,20,40,11.12939453125,Consistente,187.0308,7.716,207812,1011.5334,17.944,1123926
qc00113248,SANTA CRUZ DE HOSPICIO,-13.4383,-74.7993,4068,AYACUCHO,SIERRA SUR ORIENTAL,100,200,20,40,-172.05078125,Discrepancia moderada,174.0987,7.444,193443,1253.6568,19.976,1392952
qc47290068,HUAC-HUAS,-14.12861,-74.94583,3178,AYACUCHO,SIERRA SUR OCCIDENTAL,100,200,30,60,-0.1064453125,Consistente,164.5614,7.238,182846,850.3452,16.452,944828
qc00114122,CCONTACC,-14.5423,-74.2642,3615,AYACUCHO,SIERRA SUR OCCIDENTAL,100,200,30,60,-86.3115234375,Discrepancia leve,186.309,7.701,207010,2007.2367,25.277,2230263
qc00114127,PAMPA GALERAS,-14.66917,-74.40361,3998,AYACUCHO,SIERRA SUR OCCIDENTAL,100,200,30,60,46.904052734375,Consistente,600.426,13.825,667140,2790.6327,29.804,3100703
qc00114121,HURAY HUMA,-14.564,-73.5558,4223,AYACUCHO,SIERRA SUR OCCIDENTAL,100,200,30,60,28.36376953125,Consistente,593.6688,13.747,659632,4642.1001,38.44,5157889
qc00115155,PAUZA,-15.275,-73.34083,2477,AYACUCHO,SIERRA SUR OCCIDENTAL,100,200,30,60,-7.271484375,Consistente,103.9419,5.752,115491,842.5512,16.377,936168
qc4725B27A,PAUCARAY,-14.04361,-73.63833,3106,AYACUCHO,SIERRA SUR ORIENTAL,100,200,20,40,-121.090576171875,Discrepancia leve,61.4934,4.424,68326,558.6471,13.335,620719
qc472645F0,UNC CAJAMARCA,-7.16747,-78.49307,2673,CAJAMARCA,SIERRA NORTE ORIENTAL,100,200,12,25,-0.23681640625,Consistente,107.3439,5.845,119271,363.4245,10.756,403805
qc4729F0EC,CAJABAMBA,-7.62167,-78.05111,2625,CAJAMARCA,SIERRA NORTE ORIENTAL,100,200,12,25,6.213623046875,Consistente,70.1613,4.726,77957,413.2359,11.469,459151
qc472A32FC,CRISNEJAS,-7.4639,-78.1131,1992,CAJAMARCA,SIERRA NORTE ORIENTAL,100,200,12,25,6.5115966796875,Consistente,87.0516,5.264,96724,223.3377,8.432,248153
qc4726631C,CELENDIN,-6.85303,-78.14487,2607,CAJAMARCA,SIERRA NORTE ORIENTAL,100,200,12,25,4.986572265625,Consistente,78.1083,4.986,86787,323.343,10.145,359270
qc472501F4,BALSAS,-6.84461,-78.03025,871,CAJAMARCA,SIERRA NORTE ORIENTAL,100,200,12,25,29.0,Consistente,27.5571,2.962,30619,95.4765,5.513,106085
qc4726C3E4,CHOTA,-6.55405,-78.67588,2261,CAJAMARCA,SIERRA NORTE ORIENTAL,100,200,12,25,5.4912109375,Consistente,53.2629,4.118,59181,433.2015,11.743,481335
qc47E94706,HUAMBOS,-6.45364,-78.96319,2263,CAJAMARCA,SIERRA NORTE OCCIDENTAL,100,200,15,30,-0.27294921875,Consistente,138.6846,6.644,154094,841.7286,16.369,935254
qc47E1D6C2,PUENTE SAN CARLOS,-6.61515,-79.27136,334,CAJAMARCA,COSTA NORTE,80,150,70,120,-15.695068359375,Consistente,938.1249,17.28,1042361,3238.488,32.107,3598320
qc47E35522,LA MUCHALA,-6.47998,-79.22406,1707,CAJAMARCA,SIERRA NORTE OCCIDENTAL,100,200,15,30,-16.2283935546875,Consistente,63.9243,4.511,71027,385.9083,11.083,428787
qc472C92CA,CASCABAMBA,-7.38407,-78.72682,3381,CAJAMARCA,SIERRA NORTE OCCIDENTAL,100,200,15,30,3.26611328125,Consistente,47.1537,3.874,52393,229.2759,8.543,254751
qc4727470A,PUENTE CHILETE,-7.21968,-78.83798,854,CAJAMARCA,COSTA NORTE,80,150,70,120,8.6884765625,Consistente,638.6832,14.258,709648,2052.7425,25.562,2280825
qc472C81BC,GUZMANGO,-7.38133,-78.9033,2471,CAJAMARCA,SIERRA NORTE OCCIDENTAL,100,200,15,30,1.384765625,Consistente,77.4522,4.965,86058,308.4543,9.909,342727
qc00109091,SAUCEPAMPA,-9.0309,-77.7763,2675,ANCASH,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,3.953857421875,Consistente,45.4986,3.806,50554,216.4509,8.301,240501
qc472182DA,PUENTE CAHUA,-10.60597,-77.34388,809,ANCASH,COSTA CENTRO,80,150,60,100,5.82171630859375,Consistente,360.0036,10.705,400004,1357.5825,20.788,1508425
qc47E360B8,PATAHUASI,-16.05542,-71.41481,4017,AREQUIPA,SIERRA SUR OCCIDENTAL,100,200,30,60,-0.637451171875,Consistente,504.3996,12.671,560444,1657.7685,22.971,1841965
qc00116081,YURA,-16.30271,-71.62395,2646,,SIERRA SUR OCCIDENTAL,100,200,30,60,0.16259765625,Consistente,270.5391,9.28,300599,1134.261,19.001,1260290
qc47E27134,SOCOSANI,-16.25944,-71.72056,2321,AREQUIPA,SIERRA SUR OCCIDENTAL,100,200,30,60,-15.284912109375,Consistente,320.6043,10.102,356227,1013.2011,17.959,1125779
qc00116084,CAMANA,-16.64395,-72.70432,8,AREQUIPA,COSTA SUR,80,150,70,120,0.8223776817321777,Consistente,7638.6555,49.31,8487395,18624.1068,76.995,20693452
qc4724966C,SAYAN,-11.13472,-77.19833,650,LIMA,COSTA CENTRO,80,150,60,100,0.8037109375,Consistente,487.0899,12.452,541211,1484.964,21.741,1649960
qc00110145,OYON,-10.66769,-76.7687,3676,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,22.09716796875,Consistente,24.4296,2.789,27144,129.8799,6.43,144311
qc472364DC,CARANIA,-12.3444,-75.87215,3820,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,-9.355224609375,Consistente,32.2812,3.206,35868,183.1914,7.636,203546
qc47252718,ENAPU PERU,-3.72722,-73.23694,126,LORETO,SELVA NORTE BAJA,80,150,60,100,47.0,Consistente,11309.7168,60.0,12566352,31415.9823,100.0,34906647
qc00104112,SAN REGIS,-4.51301,-73.90751,92,,SELVA NORTE BAJA,80,150,60,100,0.0,Consistente,11265.1866,59.882,12516874,31415.9805,100.0,34906645
qc4727547C,CABALLOCOCHA,-3.91125,-70.51206,75,LORETO,SELVA NORTE BAJA,80,150,60,100,-1.0027847290039062,Consistente,11152.7847,59.582,12391983,31415.823,100.0,34906470
qc47288486,PEBAS,-3.31791,-71.85962,101,LORETO,SELVA NORTE BAJA,80,150,60,100,0.078277587890625,Consistente,11309.5926,60.0,12566214,31415.9238,100.0,34906582
qc47287402,CONTAMANA,-7.35254,-75.00632,185,LORETO,SELVA NORTE BAJA,80,150,60,100,13.772842407226562,Consistente,9910.4823,56.166,11011647,28213.578,94.766,31348420
qc00260700,BILINGURSTH,-12.56083,-69.18949,181,,SELVA SUR BAJA,80,150,60,100,0.228607177734375,Consistente,8949.8979,53.375,9944331,25548.9642,90.18,28387738
qc00260403,CACHUELA,-12.60442,-69.18304,196,,SELVA SUR BAJA,80,150,60,100,0.4026947021484375,Consistente,10138.8294,56.809,11265366,25830.3582,90.676,28700398
qc00260402,PUENTE HERRERA,-12.61361,-69.19413,175,,SELVA SUR BAJA,80,150,60,100,-0.083343505859375,Consistente,9009.3573,53.552,10010397,25035.5421,89.27,27817269
qc00260002,TAMBOPATA,-12.5925,-69.17529,1325,PUNO,SELVA SUR BAJA,80,150,60,100,1129.0410919189453,Sospechosa,12.5664,2.0,0,12.5664,2.0,0
qc00112279,PUERTO MALDONADO,-12.5873,-69.2088,204,,SELVA SUR BAJA,80,150,60,100,-0.1356964111328125,Consistente,10389.0906,57.506,11543434,26475.3513,91.801,29417057
qc47E8336C,MALINOWSKY,-12.93411,-69.5175,195,MADRE DE DIOS,SELVA SUR BAJA,80,150,60,100,-13.10260009765625,Consistente,9046.9197,53.663,10052133,23947.4673,87.308,26608297
qc47E8201A,SALVACION,-12.8312,-71.36446,531,MADRE DE DIOS,SELVA SUR BAJA,80,150,60,100,6.3990478515625,Consistente,1183.4316,19.409,1314924,5512.9698,41.891,6125522
qc472587E0,IÑAPARI,-10.95589,-69.578,245,MADRE DE DIOS,SELVA SUR BAJA,80,150,60,100,-0.669525146484375,Consistente,9575.055,55.207,10638950,30837.6225,99.075,34264025
qc4723F1BE,MOQUEGUA,-17.17874,-70.93267,1446,MOQUEGUA,SIERRA SUR OCCIDENTAL,100,200,30,60,8.669677734375,Consistente,342.8406,10.447,380934,1836.7092,24.179,2040788
qc00110137,12 DE OCTUBRE,-10.60641,-76.52927,3848,PASCO,SIERRA CENTRAL ORIENTAL,100,200,10,20,-9.259521484375,Consistente,22.7772,2.693,25308,152.9721,6.978,169969
qc4725D79C,OXAPAMPA,-10.59417,-75.38417,1850,PASCO,SELVA CENTRAL ALTA,100,200,30,60,10.6846923828125,Consistente,352.0755,10.586,391195,1215.5175,19.67,1350575
qc00109093,PUERTO BERMUDEZ,-10.28619,-74.94356,252,PASCO,SELVA CENTRAL BAJA,100,200,40,80,-24.9219970703125,Consistente,2328.8319,27.227,2587591,6209.5356,44.458,6899484
qc00210503,PUENTE EGUIGUREN,-5.18792,-80.625,34,,COSTA NORTE,80,150,70,120,-0.3475112915039062,Consistente,9742.806,55.689,10825340,24959.6397,89.134,27732933
qc00105112,MIRAFLORES,-5.17528,-80.61654,34,PIURA,COSTA NORTE,80,150,70,120,2.347240447998047,Consistente,9519.1434,55.046,10576826,24744.618,88.749,27494020
qc00105143,SAN MIGUEL,-5.24619,-80.68425,25,,COSTA NORTE,80,150,70,120,-0.4023551940917969,Consistente,10510.9578,57.842,11678842,25329.7215,89.793,28144135
qc00104113,PARTIDOR,-4.73197,-80.27978,218,PIURA,COSTA NORTE,80,150,70,120,-0.396484375,Consistente,4286.3832,36.938,4762648,17952.3801,75.594,19947089
qc47E0F2D4,LAGARTERA,-4.7285,-80.06956,420,PIURA,COSTA NORTE,80,150,70,120,-37.991302490234375,Consistente,1246.7304,19.921,1385256,6549.1452,45.658,7276828
qc47E0E1A2,BOCATOMA CHIPILLICO,-4.7142,-80.11825,340,PIURA,COSTA NORTE,80,150,70,120,4.069122314453125,Consistente,1808.8857,23.996,2009873,10149.147,56.838,11276830
qc47E0522C,TAMBO GRANDE,-4.93848,-80.34703,67,PIURA,COSTA NORTE,80,150,70,120,3.788032531738281,Consistente,6278.1012,44.703,6975668,21970.0332,83.626,24411148
qc00110139,PICOY,-10.92159,-76.73703,3025,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,7.76171875,Consistente,17.3439,2.35,19271,99.6813,5.633,110757
qc47265686,SIBAYO,-15.49422,-71.4638,3804,AREQUIPA,SIERRA SUR OCCIDENTAL,100,200,30,60,4.0,Consistente,79.3386,5.025,88154,457.0191,12.061,507799
qc00111300,ALCANTARILLA,-11.06061,-77.55006,120,LIMA,COSTA CENTRO,80,150,60,100,-5.6214141845703125,Consistente,879.3603,16.73,977067,13018.5486,64.373,14465054
qc472E24B0,SANTA EULALIA,-11.92,-76.66664,970,LIMA,COSTA CENTRO,80,150,60,100,28.9373779296875,Consistente,386.4636,11.091,429404,1214.0631,19.658,1348959
qc472D23BE,OCOÑA,-16.427,-73.1145,23,AREQUIPA,COSTA SUR,80,150,70,120,9.883275985717772,Consistente,7379.0793,48.465,8198977,17826.8985,75.329,19807665
qc00214400,HUATIAPA,-16.00806,-72.48355,689,AREQUIPA,COSTA SUR,80,150,70,120,-6.45758056640625,Consistente,273.8997,9.337,304333,1004.7105,17.883,1116345
qc47E3A5A6,HUANCA,-16.03458,-71.88108,3065,AREQUIPA,SIERRA SUR OCCIDENTAL,100,200,30,60,5.859130859375,Consistente,245.7522,8.845,273058,885.0294,16.784,983366
qc00112265,SAN MARTIN DE PORRES,-12.00889,-77.08447,56,LIMA,COSTA CENTRO,80,150,60,100,2.6393699645996094,Consistente,6512.706,45.531,7236340,17557.7661,74.758,19508629
qc00112208,SANTA ANITA,-12.04302,-76.97144,362,LIMA,COSTA CENTRO,80,150,60,100,104.22024536132812,Discrepancia leve,465.4305,12.172,517145,1629.216,22.773,1810240
qc00112281,LAS PALMAS,-12.15675,-77.01303,62,,COSTA CENTRO,80,150,60,100,0.3202438354492187,Consistente,6642.5742,45.983,7380638,17915.2344,75.516,19905816
qc00112233,VILLA MARIA DEL TRIUNFO,-12.16639,-76.92,272,LIMA,COSTA CENTRO,80,150,60,100,6.51611328125,Consistente,563.9409,13.398,626601,1782.8505,23.822,1980945
qc00212200,CARAL LAS MINAS,-10.90961,-77.46789,458,,COSTA CENTRO,80,150,60,100,-0.495391845703125,Consistente,674.442,14.652,749380,1963.8801,25.002,2182089
qc4725F170,HUAROS,-11.40744,-76.57584,3569,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,-8.167236328125,Consistente,19.6407,2.5,21823,173.664,7.435,192960
qc00212900,LA CAPILLA SENAMHI,-12.52183,-76.49658,399,,COSTA CENTRO,80,150,60,100,0.381072998046875,Consistente,392.7915,11.182,436435,1425.1986,21.299,1583554
qc00113249,CAÑETE,-13.07475,-76.33042,116,LIMA,COSTA CENTRO,80,150,60,100,2.523750305175781,Consistente,868.9167,16.631,965463,14279.9805,67.42,15866645
qc472191AC,SOCSI,-13.02825,-76.1945,310,LIMA,COSTA CENTRO,80,150,60,100,2.8948974609375,Consistente,469.4733,12.224,521637,2030.7726,25.425,2256414
qc47E214D2,SANTO DOMINGO,-11.37,-77.02833,620,LIMA,COSTA CENTRO,80,150,60,100,-1.49456787109375,Consistente,474.0768,12.284,526752,1558.6416,22.274,1731824
qc47E34654,PIRCA,-11.23284,-76.65514,3342,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,43.47216796875,Consistente,21.8268,2.636,24252,128.5182,6.396,142798
qc47E22148,PUENTE CALLANTAMA,-11.2989,-76.8518,1300,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,10.4705810546875,Consistente,21.7773,2.633,24197,184.7835,7.669,205315
qc4729E39A,PAMPA DE MAJES,-16.33565,-72.15266,1503,AREQUIPA,SIERRA SUR OCCIDENTAL,100,200,30,60,4.9718017578125,Consistente,496.2726,12.569,551414,2166.9399,26.263,2407711
qc472722EC,HUANCAVELICA,-12.77163,-75.01237,3707,HUANCAVELICA,SIERRA CENTRAL ORIENTAL,100,200,10,20,2.174560546875,Consistente,17.7723,2.378,19747,145.5048,6.806,161672
qc00103065,AMAZONAS,-3.76397,-73.25492,122,LORETO,SELVA NORTE BAJA,80,150,60,100,15.884628295898438,Consistente,11309.7456,60.0,12566384,31415.9562,100.0,34906618
qc47E257D8,VICHAYCOCHA,-11.13916,-76.62455,3507,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,7.3369140625,Consistente,15.0444,2.188,16716,97.0893,5.559,107877
qc47E330C4,SANTA CRUZ,-11.19827,-76.63487,3583,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,18.769775390625,Consistente,23.2371,2.72,25819,121.0122,6.206,134458
qc47E323B2,CARAC,-11.19005,-76.77937,2646,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,24.109619140625,Consistente,24.4143,2.788,27127,157.041,7.07,174490
qc47E2323E,CUCHUANCA,-11.20158,-76.7881,2310,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,5.0986328125,Consistente,21.0069,2.586,23341,147.1788,6.845,163532
qc472CE45A,MATUCANA,-11.83911,-76.378,2417,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,-4.281494140625,Consistente,12.8754,2.024,14306,78.3918,4.995,87102
qc00212700,PUENTE ANTAPUCRO,-12.0333,-76.6333,3229,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,2043.4866943359373,Sospechosa,0.0783,0.158,87,119.3508,6.164,132612
qc472D73C2,CASAPALCA,-11.638,-76.23325,4233,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,-13.56884765625,Consistente,15.3954,2.214,17106,297.2988,9.728,330332
qc00212605,SAN MATEO ,-11.76012,-76.30111,3156,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,2.957763671875,Consistente,14.1921,2.125,15769,62.3052,4.453,69228
qc472EC742,SAN MATEO DE OTAO,-11.847,-76.56359,3513,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,12.975341796875,Consistente,18.9531,2.456,21059,229.5846,8.549,255094
qc472CA750,SANTIAGO DE TUNA,-11.9832,-76.5242,2924,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,13.71484375,Consistente,18.4257,2.422,20473,204.0885,8.06,226765
qc00230603,LAGUNAS,-5.2171,-75.6679,120,LORETO,SELVA NORTE BAJA,80,150,60,100,0.378814697265625,Consistente,10430.2692,57.62,11589188,31402.4913,99.979,34891657
qc00113010,HUAMANI,-13.843,-75.60704,790,ICA,COSTA SUR,80,150,70,120,1.8602294921875,Consistente,460.2132,12.103,511348,2070.0972,25.67,2300108
qc00104057,SAN LORENZO,-4.82954,-76.55477,150,LORETO,SELVA NORTE BAJA,80,150,60,100,13.38641357421875,Consistente,11109.3588,59.466,12343732,29493.5256,96.892,32770584
qc00100080,LAGUNAS,-5.2194,-75.6661,120,LORETO,SELVA NORTE BAJA,80,150,60,100,-2.4556961059570312,Consistente,10426.0752,57.608,11584528,31402.5876,99.979,34891764
