cod_qc,nombre,lat,lon,altitud_oficial,dept,sector,umbral_pp,umbral_t,radio_pp,radio_t,delta_z,clase_diagnostico,area_pp_km2,radio_pp_km,n_px_pp,area_temp_km2,radio_temp_km,n_px_temp
qc00152204,EL PINTOR,-5.75619,-78.52306,523,AMAZONAS,SELVA NORTE ALTA,100,200,35,70,0.36590576171875,Consistente,877.1733,16.71,974637,2368.9611,27.46,2632179
qc00158301,QUINISTAQUILLAS,-16.77944,-70.89778,1787,MOQUEGUA,SIERRA SUR OCCIDENTAL,100,200,30,60,231.4827880859375,Discrepancia moderada,94.3983,5.482,104887,1135.6911,19.013,1261879
qc00000806,MOQUEGUA,-17.16917,-70.93167,1446,MOQUEGUA,SIERRA SUR OCCIDENTAL,100,200,30,60,7.189208984375,Consistente,335.2833,10.331,372537,1819.4175,24.065,2021575
qc00000390,JUANCITO,-6.03361,-74.86694,120,LORETO,SELVA NORTE BAJA,80,150,60,100,2.932525634765625,Consistente,11309.5296,59.999,12566144,31410.5148,99.991,34900572
qc00000281,GENARO HERRERA,-4.90571,-73.64972,124,LORETO,SELVA NORTE BAJA,80,150,60,100,1.1534881591796875,Consistente,11309.4414,59.999,12566046,31415.9175,100.0,34906575
qc00152402,BRETA�A,-5.26568,-74.35638,109,LORETO,SELVA NORTE BAJA,80,150,60,100,9.0,Consistente,11309.733,60.0,12566370,31415.9553,100.0,34906617
qc00150209,SANTA ROSA,-4.22636,-69.95629,71,LORETO,SELVA NORTE BAJA,80,150,60,100,-0.2475204467773437,Consistente,11073.9078,59.371,12304342,31415.9256,100.0,34906584
qc00158308,CALACOA,-16.735,-70.6828,3446,MOQUEGUA,SIERRA SUR OCCIDENTAL,100,200,30,60,151.9130859375,Discrepancia moderada,107.8308,5.859,119812,680.3955,14.717,755995
qc00152401,SANTA RITA DE CASTILLA,-4.61388,-74.3738,114,LORETO,SELVA NORTE BAJA,80,150,60,100,0.3554534912109375,Consistente,11309.7726,60.0,12566414,31415.8086,100.0,34906454
qc00000278,SAN RAMON,-5.93361,-76.08361,131,LORETO,SELVA NORTE BAJA,80,150,60,100,-14.114761352539062,Consistente,8921.0736,53.289,9912304,22410.4599,84.46,24900511
qc00153315,SHANUSI,-6.07139,-76.25861,154,LORETO,SELVA NORTE BAJA,80,150,60,100,-2.40081787109375,Consistente,6961.8762,47.075,7735418,18089.7975,75.883,20099775
qc00000150,MAZAN,-3.48472,-73.07944,158,LORETO,SELVA NORTE BAJA,80,150,60,100,72.0,Discrepancia leve,11308.6728,59.997,12565192,31415.8806,100.0,34906534
qc00152409,SANTA MARIA DE NANAY,-3.8894,-73.69617,89,LORETO,SELVA NORTE BAJA,80,150,60,100,0.0,Consistente,11134.0323,59.532,12371147,31415.9022,100.0,34906558
qc00150206,SANTA CRUZ,-3.50028,-73.13361,113,LORETO,SELVA NORTE BAJA,80,150,60,100,0.0512466430664062,Consistente,11309.6799,60.0,12566311,31415.9652,100.0,34906628
qc00150207,LA LIBERTAD,-3.4625,-73.24056,110,LORETO,SELVA NORTE BAJA,80,150,60,100,-0.10089111328125,Consistente,11309.7393,60.0,12566377,31415.9724,100.0,34906636
qc00152406,BAGAZAN,-4.66667,-73.89205,100,LORETO,SELVA NORTE BAJA,80,150,60,100,-20.77392578125,Consistente,11308.1355,59.996,12564595,31415.9562,100.0,34906618
qc00150205,BELLAVISTA,-3.48261,-73.63333,105,LORETO,SELVA NORTE BAJA,80,150,60,100,-45.29736328125,Consistente,11276.676,59.912,12529640,31415.8968,100.0,34906552
qc00158310,ICHU�A,-16.13261,-70.55208,3792,MOQUEGUA,SIERRA SUR OCCIDENTAL,100,200,30,60,-99.072021484375,Discrepancia leve,79.6986,5.037,88554,1117.0188,18.856,1241132
qc00000846,PUNTA COLES,-17.69867,-71.37361,25,MOQUEGUA,COSTA SUR,80,150,70,120,7.07316780090332,Consistente,6889.7214,46.83,7655246,14953.8744,68.993,16615416
qc00000235,MORROPON,-5.19444,-79.97111,140,PIURA,COSTA NORTE,80,150,70,120,11.043228149414062,Consistente,5781.8421,42.9,6424269,21598.2351,82.915,23998039
qc00000255,CHULUCANAS,-5.10028,-80.16667,2283,PIURA,COSTA NORTE,80,150,70,120,2195.816368103028,Sospechosa,192.0483,7.819,213387,1777.6701,23.788,1975189
qc00150001,SAN PEDRO,-5.07917,-80.01631,245,PIURA,COSTA NORTE,80,150,70,120,-0.2254791259765625,Consistente,4000.1679,35.683,4444631,12563.3862,63.238,13959318
qc00152127,TULUCE,-5.49139,-79.37278,1938,PIURA,SIERRA NORTE ORIENTAL,100,200,12,25,36.7161865234375,Consistente,57.4398,4.276,63822,466.5888,12.187,518432
qc00152126,SONDORILLO,-5.33889,-79.40667,1929,PIURA,SIERRA NORTE ORIENTAL,100,200,12,25,-1.747314453125,Consistente,67.7439,4.644,75271,383.8266,11.053,426474
qc00152128,HACIENDA SHUMAYA,-5.37278,-79.35583,2064,PIURA,SIERRA NORTE ORIENTAL,100,200,12,25,-0.3251953125,Consistente,87.8121,5.287,97569,497.61,12.585,552900
qc00000851,UBINAS,-16.37206,-70.85394,3384,MOQUEGUA,SIERRA SUR OCCIDENTAL,100,200,30,60,-264.434814453125,Discrepancia moderada,67.311,4.629,74790,632.3031,14.187,702559
qc00000248,HUARMACA,-5.56586,-79.52544,2180,PIURA,SIERRA NORTE OCCIDENTAL,100,200,15,30,11.5361328125,Consistente,93.1635,5.446,103515,625.8141,14.114,695349
qc00152106,SAPILLICA,-4.77825,-79.98219,1451,PIURA,SIERRA NORTE OCCIDENTAL,100,200,15,30,9.9815673828125,Consistente,94.8726,5.495,105414,424.9782,11.631,472198
qc00000238,SAUSAL DE CULUCAN,-4.75237,-79.75792,1015,PIURA,COSTA NORTE,80,150,70,120,20.75579833984375,Consistente,564.2568,13.402,626952,3147.0327,31.65,3496703
qc00000237,AYABACA,-4.63781,-79.71081,2655,PIURA,SIERRA NORTE OCCIDENTAL,100,200,15,30,6.900390625,Consistente,33.4827,3.265,37203,215.9469,8.291,239941
qc00000247,SAN MIGUEL,-5.30389,-80.68064,20,PIURA,COSTA NORTE,80,150,70,120,0.0559253692626953,Consistente,10773.063,58.559,11970070,26038.9251,91.041,28932139
qc00000207,MIRAFLORES,-5.16667,-80.6,34,PIURA,COSTA NORTE,80,150,70,120,-6.0558013916015625,Consistente,9241.0317,54.236,10267813,24582.9636,88.459,27314404
qc00000840,ILO,-17.62694,-71.28806,108,MOQUEGUA,COSTA SUR,80,150,70,120,44.52745056152344,Consistente,293.7465,9.67,326385,14830.9596,68.708,16478844
qc00152132,PORCULLA,-5.83964,-79.50572,2142,PIURA,SIERRA NORTE ORIENTAL,100,200,12,25,2.76171875,Consistente,57.4038,4.275,63782,420.2874,11.566,466986
qc00151500,FRANCISCO ORELLANA,-3.42333,-72.76667,94,LORETO,SELVA NORTE BAJA,80,150,60,100,0.0638656616210937,Consistente,11309.5935,60.0,12566215,31415.9742,100.0,34906638
qc00150204,TIMICURILLO,-3.52311,-73.08333,85,LORETO,SELVA NORTE BAJA,80,150,60,100,-8.6419677734375,Consistente,11272.6404,59.902,12525156,31415.8086,100.0,34906454
qc00150201,MANITI,-3.51972,-72.83411,125,LORETO,SELVA NORTE BAJA,80,150,60,100,21.279823303222656,Consistente,11309.6799,60.0,12566311,31415.9697,100.0,34906633
qc00155209,HUAMANTANGA,-11.5,-76.75,3392,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,16.27490234375,Consistente,31.8348,3.183,35372,178.776,7.544,198640
qc00155202,SANTA CRUZ,-11.1901,-76.63486,3590,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,33.93603515625,Consistente,23.5107,2.736,26123,115.1532,6.054,127948
qc00000548,MATUCANA,-11.83903,-76.37803,2417,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,-4.281494140625,Consistente,12.8754,2.024,14306,78.4035,4.996,87115
qc00156100,ANTIOQUIA,-12.08333,-76.5,1839,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,-42.47509765625,Consistente,28.0593,2.989,31177,279.0189,9.424,310021
qc00155223,CARAMPOMA,-11.65503,-76.51514,3424,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,-14.322265625,Consistente,16.5492,2.295,18388,213.7671,8.249,237519
qc00151213,SHEQUE,-11.66089,-76.50183,3188,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,-6.90380859375,Consistente,10.4526,1.824,11614,177.5043,7.517,197227
qc00155218,HUAROS,-11.4,-76.56667,3569,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,-214.448974609375,Discrepancia moderada,17.9064,2.387,19896,165.195,7.251,183550
qc00155450,YAURICOCHA,-12.33314,-75.72264,4560,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,-196.6357421875,Discrepancia moderada,124.1595,6.287,137955,1207.4652,19.605,1341628
qc00156109,CARANIA,-12.34439,-75.87214,3820,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,-3.535888671875,Consistente,32.2848,3.206,35872,183.1878,7.636,203542
qc00156111,VILCA,-12.11461,-75.82619,3832,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,19.9296875,Consistente,12.0798,1.961,13422,96.6276,5.546,107364
qc00156103,HUA�EC,-12.28333,-76.13333,3520,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,0.38525390625,Consistente,33.3468,3.258,37052,209.2167,8.161,232463
qc00151212,SAN PEDRO DE PILAS,-12.45,-76.21667,2730,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,0.093994140625,Consistente,39.7107,3.555,44123,226.6893,8.495,251877
qc00156106,TANTA,-12.11667,-76.01667,4323,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,4.9521484375,Consistente,73.3374,4.832,81486,545.9616,13.183,606624
qc00151210,RIO BLANCO,-11.73453,-76.25889,3497,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,0.27294921875,Consistente,14.4702,2.146,16078,63.5463,4.497,70607
qc00156104,AYAVIRI,-12.38333,-76.13333,3224,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,45.3134765625,Consistente,35.4177,3.358,39353,201.1392,8.002,223488
qc00155112,PARIACANCHA,-11.38333,-76.5,3842,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,-328.1708984375,Sospechosa,12.6486,2.007,14054,113.1174,6.001,125686
qc00155107,PAMPA LIBRE,-10.86667,-76.96667,1922,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,0.3155517578125,Consistente,14.9616,2.182,16624,85.95,5.231,95500
qc00000534,LOMAS DE LACHAY,-11.36011,-77.36841,414,LIMA,COSTA CENTRO,80,150,60,100,-0.401092529296875,Consistente,662.634,14.523,736260,1981.2834,25.113,2201426
qc00150208,PUNCHANA,-3.69003,-73.25406,91,LORETO,SELVA NORTE BAJA,80,150,60,100,-0.4654922485351562,Consistente,11309.4918,59.999,12566102,31415.9391,100.0,34906599
qc00155205,PALLAC,-11.35,-76.8,2367,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,-239.8505859375,Discrepancia moderada,35.2053,3.348,39117,216.8064,8.307,240896
qc00155214,PIRCA,-11.23281,-76.65514,3342,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,43.47216796875,Consistente,21.8295,2.636,24255,128.4993,6.396,142777
qc00000546,DONOSO,-11.521,-77.23567,127,LIMA,COSTA CENTRO,80,150,60,100,1.301055908203125,Consistente,767.673,15.632,852970,14400.3627,67.704,16000403
qc00000539,HUAYAN,-11.45281,-77.122,346,LIMA,COSTA CENTRO,80,150,60,100,4.35089111328125,Consistente,669.5046,14.598,743894,2025.4716,25.391,2250524
qc00000638,PACARAN,-12.86689,-76.05793,684,LIMA,COSTA CENTRO,80,150,60,100,1.01568603515625,Consistente,300.6918,9.783,334102,1066.7718,18.427,1185302
qc00000616,CA�ETE,-13.07475,-76.33042,113,LIMA,COSTA CENTRO,80,150,60,100,-0.4762496948242187,Consistente,869.3307,16.635,965923,14253.8652,67.358,15837628
qc00155217,LACHAQUI,-11.55,-76.61667,3670,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,-280.64453125,Discrepancia moderada,36.3447,3.401,40383,231.4656,8.584,257184
qc00151214,LANGA,-12.1,-76.4,2863,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,-202.97412109375,Discrepancia moderada,26.2431,2.89,29159,235.7118,8.662,261902
qc00156102,SAN LAZARO DE ESCOMARCA,-12.18333,-76.35,3840,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,12.927734375,Consistente,65.052,4.55,72280,271.7811,9.301,301979
qc00155122,AUTISHA,-11.73808,-76.61111,2181,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,-52.756103515625,Discrepancia leve,12.6621,2.008,14069,237.213,8.689,263570
qc00151207,HUANCATA,-12.21667,-76.21667,2684,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,-237.41552734375,Discrepancia moderada,31.8807,3.186,35423,160.4718,7.147,178302
qc00151205,CANCHACALLA,-11.84481,-76.53136,312,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,-2188.82568359375,Sospechosa,12.5664,2.0,0,12.5664,2.0,0
qc00155213,SANTA EULALIA,-11.91803,-76.66678,945,LIMA,COSTA CENTRO,80,150,60,100,-6.0386962890625,Consistente,386.8668,11.097,429852,1213.6176,19.655,1348464
qc00155224,SANTIAGO DE TUNA,-11.98333,-76.51667,3263,LIMA,SIERRA CENTRAL OCCIDENTAL,100,200,12,25,-0.26806640625,Consistente,20.4993,2.554,22777,222.7149,8.42,247461
qc00152111,HACIENDA BIGOTE,-5.32083,-79.78569,827,PIURA,COSTA NORTE,80,150,70,120,620.1134033203125,Sospechosa,382.1031,11.028,424559,2280.6576,26.944,2534064
qc00000230,LA ESPERANZA,-4.91694,-81.05736,6,PIURA,COSTA NORTE,80,150,70,120,-5.62763786315918,Consistente,7328.0025,48.297,8142225,18616.6845,76.98,20685205
qc00152103,LANCONES,-4.56694,-80.48361,150,PIURA,COSTA NORTE,80,150,70,120,34.89061737060547,Consistente,5351.0247,41.271,5945583,24876.9954,88.986,27641106
qc00000208,MALLARES,-4.85028,-80.73325,46,PIURA,COSTA NORTE,80,150,70,120,0.6052398681640625,Consistente,8118.1395,50.834,9020155,21797.4915,83.297,24219435
qc00153314,SAN ANTONIO,-6.41694,-76.41694,578,SAN MARTIN,SELVA NORTE BAJA,80,150,60,100,90.19281005859376,Discrepancia leve,1242.6102,19.888,1380678,5224.6296,40.781,5805144
qc00000310,EL PORVENIR,-6.58361,-76.31694,202,SAN MARTIN,SELVA NORTE BAJA,80,150,60,100,-31.181915283203125,Consistente,2802.8799,29.869,3114311,12154.3425,62.2,13504825
qc00153320,PUCALLPA - HUIMBAYOC,-6.45278,-75.84556,160,SAN MARTIN,SELVA NORTE BAJA,80,150,60,100,-1.32354736328125,Consistente,6596.3799,45.822,7329311,20676.2661,81.126,22973629
qc00153322,PELEJO,-6.21556,-75.79,139,SAN MARTIN,SELVA NORTE BAJA,80,150,60,100,-4.7620697021484375,Consistente,8788.8141,52.892,9765349,22996.6731,85.557,25551859
qc00153319,CHAZUTA,-6.56889,-76.09833,203,SAN MARTIN,SELVA NORTE BAJA,80,150,60,100,19.45054626464844,Consistente,4294.9701,36.975,4772189,16466.9994,72.399,18296666
qc00000219,NARANJILLO,-5.82611,-77.38722,877,SAN MARTIN,SELVA NORTE ALTA,100,200,35,70,-17.9163818359375,Consistente,1449.9801,21.484,1611089,4955.1777,39.715,5505753
qc00000385,SAUCE,-6.69194,-76.20028,611,SAN MARTIN,SELVA NORTE BAJA,80,150,60,100,-5.52154541015625,Consistente,1633.599,22.803,1815110,6269.0175,44.671,6965575
qc00153313,PICOTA,-6.93361,-76.33361,222,SAN MARTIN,SELVA NORTE BAJA,80,150,60,100,9.0,Consistente,1557.4806,22.266,1730534,9387.432,54.664,10430480
qc00000322,TABALOSOS,-6.41639,-76.6125,486,SAN MARTIN,SELVA NORTE BAJA,80,150,60,100,26.528289794921875,Consistente,1241.4762,19.879,1379418,5703.1875,42.607,6336875
qc00003317,PONGO DE CAYNARACHI,-6.33361,-76.30028,240,SAN MARTIN,SELVA NORTE BAJA,80,150,60,100,-12.120651245117188,Consistente,3655.6731,34.112,4061859,15981.7437,71.324,17757493
qc00000383,LAMAS,-6.42278,-76.51722,850,SAN MARTIN,SELVA NORTE ALTA,100,200,35,70,45.69586181640625,Consistente,653.7069,14.425,726341,3561.2073,33.668,3956897
qc00000211,SAPOSOA,-6.90028,-76.76694,308,SAN MARTIN,SELVA NORTE BAJA,80,150,60,100,-40.88470458984375,Consistente,2747.7873,29.574,3053097,6613.353,45.881,7348170
qc00003308,ALAO,-6.51889,-76.73,421,SAN MARTIN,SELVA NORTE BAJA,80,150,60,100,12.2833251953125,Consistente,1471.3713,21.641,1634857,6610.3425,45.871,7344825
qc00153307,SAN PABLO,-6.80944,-76.57306,272,SAN MARTIN,SELVA NORTE BAJA,80,150,60,100,0.06622314453125,Consistente,2406.2751,27.676,2673639,8361.3483,51.59,9290387
qc00153311,CU�UMBUQUE,-6.50028,-76.50028,400,SAN MARTIN,SELVA NORTE BAJA,80,150,60,100,115.415283203125,Discrepancia leve,1812.8664,24.022,2014296,7229.9664,47.973,8033296
qc00000901,JORGE BASADRE,-18.02689,-70.25153,537,TACNA,COSTA SUR,80,150,70,120,-0.29144287109375,Consistente,777.582,15.733,863980,2084.7177,25.76,2316353
qc00000807,CALANA,-17.94889,-70.18611,785,TACNA,COSTA SUR,80,150,70,120,-76.41729736328125,Discrepancia leve,620.5608,14.055,689512,2114.649,25.944,2349610
qc00000875,SAMA GRANDE,-17.78394,-70.48833,534,TACNA,COSTA SUR,80,150,70,120,8.4951171875,Consistente,990.6336,17.757,1100704,2145.2598,26.132,2383622
qc00000459,EL MARONAL,-8.44999,-75.09675,176,UCAYALI,SELVA CENTRAL BAJA,100,200,40,80,-0.2982177734375,Consistente,4413.3453,37.481,4903717,19179.54,78.135,21310600
qc00150112,MATAPALO,-3.6825,-80.21525,62,TUMBES,COSTA NORTE,80,150,70,120,-12.81103515625,Consistente,7349.8293,48.369,8166477,19768.4775,79.325,21964975
qc00000135,EL SALTO,-3.43361,-80.31694,6,TUMBES,COSTA NORTE,80,150,70,120,6.0,Consistente,10803.8115,58.643,12004235,23095.0197,85.74,25661133
qc00151100,EL TIGRE,-3.80233,-80.45667,61,TUMBES,COSTA NORTE,80,150,70,120,-69.05342102050781,Discrepancia leve,7259.8608,48.072,8066512,20450.9826,80.683,22723314
qc00000132,PUERTO PIZARRO,-3.50556,-80.46528,7,TUMBES,COSTA NORTE,80,150,70,120,-1.7645940780639648,Consistente,10502.9271,57.82,11669919,22659.7275,84.928,25177475
qc00158327,CHALLAPALCA,-17.23722,-69.81306,4280,TACNA,SIERRA SUR OCCIDENTAL,100,200,30,60,26.87841796875,Consistente,743.0607,15.379,825623,4186.899,36.507,4652110
qc00158317,SUSAPAYA,-17.351,-70.13333,3468,TACNA,SIERRA SUR OCCIDENTAL,100,200,30,60,41.477783203125,Consistente,229.2786,8.543,254754,732.2499,15.267,813611
qc00158318,SITAJARA,-17.3725,-70.13556,3166,TACNA,SIERRA SUR OCCIDENTAL,100,200,30,60,67.537109375,Discrepancia leve,218.1609,8.333,242401,681.7194,14.731,757466
qc00158323,TALABAYA,-17.55917,-69.99972,2135,TACNA,SIERRA SUR OCCIDENTAL,100,200,30,60,-1349.00390625,Sospechosa,99.0225,5.614,110025,539.8641,13.109,599849
qc00000877,TARATA,-17.47417,-70.03389,3052,TACNA,SIERRA SUR OCCIDENTAL,100,200,30,60,-13.59375,Consistente,225.0765,8.464,250085,689.5764,14.815,766196
qc00000860,CHUAPALCA,-17.305,-69.64361,4177,TACNA,SIERRA SUR OCCIDENTAL,100,200,30,60,11.6142578125,Consistente,982.1007,17.681,1091223,5228.622,40.796,5809580
qc00000853,LOCUMBA,-17.60972,-70.76222,560,TACNA,COSTA SUR,80,150,70,120,-83.038330078125,Discrepancia leve,929.0871,17.197,1032319,2425.6215,27.787,2695135
qc00158328,PAUCARANI,-17.525,-69.77944,4584,TACNA,SIERRA SUR OCCIDENTAL,100,200,30,60,37.57568359375,Consistente,448.5006,11.948,498334,2772.5544,29.707,3080616
qc00158321,PALCA,-17.77917,-69.96583,3004,TACNA,SIERRA SUR OCCIDENTAL,100,200,30,60,41.324951171875,Consistente,110.475,5.93,122750,698.4153,14.91,776017
qc00158325,TOQUELA,-17.66083,-69.94889,3558,TACNA,SIERRA SUR OCCIDENTAL,100,200,30,60,0.246826171875,Consistente,185.6448,7.687,206272,824.1579,16.197,915731
qc00153312,NUEVO LIMA,-7.12611,-76.48278,291,SAN MARTIN,SELVA NORTE BAJA,80,150,60,100,-0.11578369140625,Consistente,2660.895,29.103,2956550,7936.2783,50.261,8818087
qc00000501,ALCANTARILLA,-11.06068,-77.55011,120,LIMA,COSTA CENTRO,80,150,60,100,-6.391792297363281,Consistente,879.3648,16.731,977072,13019.3973,64.375,14465997
qc00153225,DOS DE MAYO (J. OLAYA),-7.40778,-76.40611,325,SAN MARTIN,SELVA NORTE BAJA,80,150,60,100,0.40631103515625,Consistente,2389.365,27.578,2654850,9423.3069,54.768,10470341
qc00153300,JEPELACIO,-6.11542,-76.90278,1064,SAN MARTIN,SELVA NORTE ALTA,100,200,35,70,29.122802734375,Consistente,766.4499,15.619,851611,4354.767,37.231,4838630
qc00000881,PIZACOMA,-16.90703,-69.36856,3924,PUNO,SIERRA SUR ORIENTAL,100,200,20,40,10.179931640625,Consistente,527.7159,12.961,586351,2663.0199,29.115,2958911
qc00000883,DESAGUADERO,-16.56335,-69.03883,3824,PUNO,SIERRA SUR ORIENTAL,100,200,20,40,5.69091796875,Consistente,1108.4958,18.784,1231662,4188.4938,36.514,4653882
qc00000880,JULI,-16.20378,-69.45992,3830,PUNO,SIERRA SUR ORIENTAL,100,200,20,40,14.80615234375,Consistente,793.9215,15.897,882135,3677.4585,34.214,4086065
qc00007415,CRUCERO,-14.36419,-70.02592,4128,PUNO,SIERRA SUR ORIENTAL,100,200,20,40,5.390625,Consistente,288.378,9.581,320420,1367.1765,20.861,1519085
qc00000785,MU�ANI,-14.76694,-69.95181,4119,PUNO,SIERRA SUR ORIENTAL,100,200,20,40,200.955810546875,Discrepancia moderada,301.5252,9.797,335028,1978.227,25.094,2198030
qc00000778,PROGRESO,-14.69011,-70.02353,3913,PUNO,SIERRA SUR ORIENTAL,100,200,20,40,-434.4365234375,Sospechosa,272.0385,9.306,302265,1866.6504,24.376,2074056
qc00000879,ILAVE,-16.0675,-69.66194,3861,PUNO,SIERRA SUR ORIENTAL,100,200,20,40,31.32080078125,Consistente,1056.2058,18.336,1173562,4271.1174,36.872,4745686
qc00000783,ARAPA,-15.13625,-70.11822,3829,PUNO,SIERRA SUR ORIENTAL,100,200,20,40,-55.75,Discrepancia leve,947.8755,17.37,1053195,3692.3229,34.283,4102581
qc00000788,CAPACHICA,-15.60636,-69.83214,3822,PUNO,SIERRA SUR ORIENTAL,100,200,20,40,-182.016845703125,Discrepancia moderada,1181.3076,19.391,1312564,4818.3246,39.163,5353694
qc00000818,ISLA TAQUILE,-15.72047,-69.691,3808,PUNO,SIERRA SUR ORIENTAL,100,200,20,40,-0.5,Consistente,1199.0646,19.536,1332294,4819.149,39.166,5354610
qc00000708,PUNO,-15.82625,-70.01208,3819,PUNO,SIERRA SUR ORIENTAL,100,200,20,40,3.440185546875,Consistente,738.2628,15.33,820292,3776.2299,34.67,4195811
qc00152100,BERNAL,-5.45103,-80.73753,11,PIURA,COSTA NORTE,80,150,70,120,1.9801607131958008,Consistente,11232.4338,59.795,12480482,27770.5071,94.019,30856119
qc00000231,CHUSIS,-5.52417,-80.80628,6,PIURA,COSTA NORTE,80,150,70,120,1.3018112182617188,Consistente,11445.3522,60.359,12717058,28242.4833,94.815,31380537
qc00152101,PANANGA,-4.55917,-80.89806,500,PIURA,COSTA NORTE,80,150,70,120,0.194366455078125,Consistente,895.0041,16.879,994449,4319.928,37.082,4799920
qc00000781,AZANGARO,-14.91436,-70.19075,3851,PUNO,SIERRA SUR ORIENTAL,100,200,20,40,6.072998046875,Consistente,575.0703,13.53,638967,3143.0898,31.63,3492322
qc00158326,CAPAZO,-17.18772,-69.7355,4481,PUNO,SIERRA SUR OCCIDENTAL,100,200,30,60,11.39306640625,Consistente,686.1627,14.779,762403,3953.9178,35.476,4393242
qc00000878,MAZO CRUZ,-16.739,-69.71547,3970,PUNO,SIERRA SUR ORIENTAL,100,200,20,40,3.358642578125,Consistente,472.2255,12.26,524695,1452.4128,21.502,1613792
qc00000786,HUANCANE,-15.2015,-69.75356,3842,PUNO,SIERRA SUR ORIENTAL,100,200,20,40,-17.06591796875,Consistente,851.9931,16.468,946659,3540.3696,33.57,3933744
qc00000822,ISLA SUANA,-16.33022,-68.85094,3814,PUNO,SIERRA SUR ORIENTAL,100,200,20,40,-0.195068359375,Consistente,1187.7228,19.444,1319692,3561.6456,33.671,3957384
qc00000882,TAHUACO - YUNGUYO,-16.30783,-69.07472,3860,PUNO,SIERRA SUR ORIENTAL,100,200,20,40,-12.909423828125,Consistente,966.2931,17.538,1073659,4345.7202,37.193,4828578
qc00157418,CUYO CUYO,-14.48892,-69.549,3494,PUNO,SIERRA SUR ORIENTAL,100,200,20,40,-153.1181640625,Discrepancia moderada,43.137,3.706,47930,348.1695,10.527,386855
qc00000780,CABANILLAS,-15.16958,-69.96989,3885,PUNO,SIERRA SUR ORIENTAL,100,200,20,40,77.0,Discrepancia leve,972.3798,17.593,1080422,4251.3552,36.787,4723728
qc00000826,ANANEA,-14.67872,-69.53453,4689,PUNO,SIERRA SUR ORIENTAL,100,200,20,40,38.642578125,Consistente,455.0778,12.036,505642,2202.7248,26.479,2447472
qc00157414,PUTINA,-14.91489,-69.86803,3858,PUNO,SIERRA SUR ORIENTAL,100,200,20,40,7.283447265625,Consistente,483.8472,12.41,537608,2430.2655,27.813,2700295
qc00000787,HUARAYA MOHO,-15.38828,-69.48428,3890,PUNO,SIERRA SUR ORIENTAL,100,200,20,40,64.225341796875,Discrepancia leve,850.3965,16.453,944885,3541.9824,33.577,3935536
qc00000764,CHUQUIBAMBILLA,-14.78478,-70.71569,3971,PUNO,SIERRA SUR ORIENTAL,100,200,20,40,25.02294921875,Consistente,819.8325,16.154,910925,2770.0272,29.694,3077808
qc00000823,SANTA ROSA,-14.62375,-70.78653,3944,PUNO,SIERRA SUR ORIENTAL,100,200,20,40,-0.38623046875,Consistente,382.1796,11.03,424644,1953.3492,24.935,2170388
qc00000776,AYAVIRI,-14.87267,-70.59289,3224,PUNO,SIERRA SUR ORIENTAL,100,200,20,40,-697.543701171875,Sospechosa,12.5664,2.0,0,12.5664,2.0,0
qc00000803,CRUCERO ALTO,-15.76421,-70.91621,4470,PUNO,SIERRA SUR OCCIDENTAL,100,200,30,60,-44.1865234375,Consistente,1342.377,20.671,1491530,6489.1296,45.448,7210144
qc00000815,PUCARA,-15.04561,-70.36664,3866,PUNO,SIERRA SUR ORIENTAL,100,200,20,40,-2.57177734375,Consistente,670.1148,14.605,744572,3169.5759,31.763,3521751
qc00000762,PAMPAHUTA,-15.48353,-70.67578,4311,PUNO,SIERRA SUR ORIENTAL,100,200,20,40,9.27685546875,Consistente,167.3406,7.298,185934,1946.2995,24.89,2162555
