cod_qc,radio_est_pp_km,radio_est_temp_km,n_vecinas_con_r,n_vecinas_r_080,inhomogeneidad,dm_estado
qc00155122,12.0,12.0,0,0,False,pocas_vecinas
qc00155200,12.0,12.0,0,0,False,pocas_vecinas
qc00155201,12.0,12.0,1,0,False,pocas_vecinas
qc00155202,12.0,12.0,0,0,False,pocas_vecinas
qc00155205,12.0,12.0,0,0,False,pocas_vecinas
qc00155207,12.0,12.0,1,0,False,pocas_vecinas
qc00155209,12.0,12.0,0,0,False,pocas_vecinas
qc00155212,12.0,12.0,1,0,False,pocas_vecinas
qc00155213,60.0,60.0,0,0,False,pocas_vecinas
qc00155214,12.0,12.0,1,0,False,pocas_vecinas
qc00155217,0.0,0.0,2,0,False,pocas_vecinas
qc00155218,0.0,0.0,3,0,False,pocas_vecinas
qc00155223,0.0,0.0,2,0,False,pocas_vecinas
qc00155224,12.0,12.0,1,0,False,pocas_vecinas
qc00155229,10.0,10.0,0,0,False,pocas_vecinas
qc00155231,10.0,10.0,1,0,False,pocas_vecinas
qc00155450,12.0,12.0,0,0,False,pocas_vecinas
qc00156100,12.0,12.0,0,0,False,pocas_vecinas
qc00156102,12.0,12.0,0,0,False,pocas_vecinas
qc00156103,12.0,12.0,1,0,False,pocas_vecinas
qc00156104,12.0,12.0,1,0,False,pocas_vecinas
qc00156113,12.0,12.0,1,1,False,pocas_vecinas
qc00156114,12.0,12.0,2,2,False,evaluado
qc00156122,12.0,12.0,1,1,False,pocas_vecinas
qc00156123,12.0,12.0,1,1,False,pocas_vecinas
qc00156126,10.0,10.0,0,0,False,pocas_vecinas
qc00156130,12.0,12.0,0,0,False,pocas_vecinas
qc00156211,20.0,20.0,1,1,False,pocas_vecinas
qc00156212,20.0,20.0,1,1,False,pocas_vecinas
qc00156306,20.0,20.0,1,0,False,pocas_vecinas
qc00157101,12.0,12.0,0,0,False,pocas_vecinas
qc00157200,30.0,30.0,0,0,False,pocas_vecinas
qc00157206,30.0,30.0,0,0,False,pocas_vecinas
qc00157223,30.0,30.0,0,0,False,pocas_vecinas
qc00157300,30.0,30.0,0,0,False,pocas_vecinas
qc00157309,30.0,30.0,1,0,False,pocas_vecinas
qc00157310,28.56,28.56,2,1,False,pocas_vecinas
qc00157311,30.0,30.0,1,0,False,pocas_vecinas
qc00157312,30.0,30.0,3,2,False,evaluado
qc00157313,30.0,30.0,0,0,False,pocas_vecinas
qc00157314,30.0,30.0,0,0,False,pocas_vecinas
qc00157315,30.0,30.0,4,4,False,evaluado
qc00157317,30.0,30.0,2,1,False,pocas_vecinas
qc00157329,0.0,0.0,2,0,False,pocas_vecinas
qc00157414,0.0,0.0,5,0,False,pocas_vecinas
qc00157418,20.0,20.0,0,0,False,pocas_vecinas
qc00158208,30.0,30.0,4,1,False,pocas_vecinas
qc00158209,30.0,30.0,2,1,False,pocas_vecinas
qc00158301,30.0,30.0,1,0,False,pocas_vecinas
qc00158308,30.0,30.0,0,0,False,pocas_vecinas
qc00158310,30.0,30.0,0,0,False,pocas_vecinas
qc00158317,30.0,30.0,1,0,False,pocas_vecinas
qc00158318,30.0,30.0,1,0,False,pocas_vecinas
qc00158321,30.0,30.0,1,0,False,pocas_vecinas
qc00158323,30.0,30.0,0,0,False,pocas_vecinas
qc00158325,30.0,30.0,0,0,False,pocas_vecinas
qc00158326,0.0,0.0,3,0,False,pocas_vecinas
qc00158327,0.0,0.0,3,0,False,pocas_vecinas
qc00158328,30.0,30.0,1,0,False,pocas_vecinas
qc00200202,70.0,70.0,0,0,False,sin_datos
qc00200322,70.0,70.0,0,0,False,sin_datos
qc00200415,70.0,70.0,0,0,False,sin_datos
qc00200801,70.0,70.0,0,0,False,sin_datos
qc00201204,70.0,70.0,0,0,False,sin_datos
qc00201301,15.0,15.0,0,0,False,sin_datos
qc00201717,15.0,15.0,0,0,False,sin_datos
qc00202601,12.0,12.0,0,0,False,sin_datos
qc00202607,12.0,12.0,0,0,False,sin_datos
qc00202701,60.0,60.0,0,0,False,sin_datos
qc00202801,12.0,12.0,0,0,False,sin_datos
qc00202802,12.0,12.0,0,0,False,sin_datos
qc00202902,12.0,12.0,0,0,False,sin_datos
qc00202903,12.0,12.0,0,0,False,sin_datos
qc00202904,12.0,12.0,0,0,False,sin_datos
qc00202905,12.0,12.0,0,0,False,sin_datos
qc00202906,60.0,60.0,0,0,False,sin_datos
qc00202910,60.0,60.0,0,0,False,sin_datos
qc00202930,60.0,60.0,0,0,False,sin_datos
qc00203003,12.0,12.0,0,0,False,sin_datos
qc00203302,60.0,60.0,0,0,False,sin_datos
qc00203303,60.0,60.0,0,0,False,sin_datos
qc00203501,70.0,70.0,0,0,False,sin_datos
qc00203601,70.0,70.0,0,0,False,sin_datos
qc00204501,30.0,30.0,0,0,False,sin_datos
qc00204504,70.0,70.0,0,0,False,sin_datos
qc00204506,30.0,30.0,0,0,False,sin_datos
qc00204604,30.0,30.0,0,0,False,sin_datos
qc00204617,70.0,70.0,0,0,False,sin_datos
qc00204621,70.0,70.0,0,0,False,sin_datos
qc00204702,30.0,30.0,0,0,False,sin_datos
qc00204707,30.0,30.0,0,0,False,sin_datos
qc00204708,30.0,30.0,0,0,False,sin_datos
qc00204710,30.0,30.0,0,0,False,sin_datos
qc00204804,30.0,30.0,0,0,False,sin_datos
qc00204905,70.0,70.0,0,0,False,sin_datos
qc00205010,70.0,70.0,0,0,False,sin_datos
qc00210006,60.0,60.0,0,0,False,sin_datos
qc00210007,20.0,20.0,0,0,False,sin_datos
qc00210101,20.0,20.0,0,0,False,sin_datos
qc00210102,20.0,20.0,0,0,False,sin_datos
qc00210103,20.0,20.0,0,0,False,sin_datos
qc00210201,20.0,20.0,0,0,False,sin_datos
qc00210301,20.0,20.0,0,0,False,sin_datos
qc00210405,20.0,20.0,0,0,False,sin_datos
qc00210406,20.0,20.0,0,0,False,sin_datos
qc00210407,20.0,20.0,0,0,False,sin_datos
qc00210502,20.0,20.0,0,0,False,sin_datos
qc00210503,70.0,70.0,0,0,False,sin_datos
qc00211001,70.0,70.0,0,0,False,sin_datos
qc00211002,70.0,70.0,0,0,False,sin_datos
qc00211003,70.0,70.0,0,0,False,sin_datos
qc00211004,15.0,15.0,0,0,False,sin_datos
qc00211404,12.0,12.0,0,0,False,sin_datos
qc00211408,70.0,70.0,0,0,False,sin_datos
qc00211601,60.0,60.0,0,0,False,sin_datos
qc00211705,30.0,30.0,0,0,False,sin_datos
qc00212200,60.0,60.0,0,0,False,sin_datos
qc00212301,60.0,60.0,0,0,False,sin_datos
qc00212500,60.0,60.0,0,0,False,sin_datos
qc00212605,12.0,12.0,0,0,False,sin_datos
qc00212607,60.0,60.0,0,0,False,sin_datos
qc00212700,12.0,12.0,0,0,False,sin_datos
qc00213403,70.0,70.0,0,0,False,sin_datos
qc00213500,70.0,70.0,0,0,False,sin_datos
qc00213502,12.0,12.0,0,0,False,sin_datos
qc00213503,70.0,70.0,0,0,False,sin_datos
qc00213504,70.0,70.0,0,0,False,sin_datos
qc00213506,70.0,70.0,0,0,False,sin_datos
qc00213507,12.0,12.0,0,0,False,sin_datos
qc00213600,30.0,30.0,0,0,False,sin_datos
qc00214400,70.0,70.0,0,0,False,sin_datos
qc00214700,30.0,30.0,0,0,False,sin_datos
qc00214800,30.0,30.0,0,0,False,sin_datos
qc00214901,70.0,70.0,0,0,False,sin_datos
qc00215000,30.0,30.0,0,0,False,sin_datos
qc00220105,60.0,60.0,0,0,False,sin_datos
qc00220107,60.0,60.0,0,0,False,sin_datos
qc00220108,60.0,60.0,0,0,False,sin_datos
qc00220201,12.0,12.0,0,0,False,sin_datos
qc00220204,12.0,12.0,0,0,False,sin_datos
qc00220205,12.0,12.0,0,0,False,sin_datos
qc00220206,12.0,12.0,0,0,False,sin_datos
qc00220509,12.0,12.0,0,0,False,sin_datos
qc00220611,12.0,12.0,0,0,False,sin_datos
qc00220812,12.0,12.0,0,0,False,sin_datos
qc00220907,35.0,35.0,0,0,False,sin_datos
qc00221106,12.0,12.0,0,0,False,sin_datos
qc00221110,12.0,12.0,0,0,False,sin_datos
qc00221309,10.0,10.0,0,0,False,sin_datos
qc00221402,60.0,60.0,0,0,False,sin_datos
qc00221501,35.0,35.0,0,0,False,sin_datos
qc00221506,35.0,35.0,0,0,False,sin_datos
qc00221801,60.0,60.0,0,0,False,sin_datos
qc00221802,60.0,60.0,0,0,False,sin_datos
qc00221804,60.0,60.0,0,0,False,sin_datos
qc00221811,30.0,30.0,0,0,False,sin_datos
qc00221813,60.0,60.0,0,0,False,sin_datos
qc00221820,35.0,35.0,0,0,False,sin_datos
qc00230001,35.0,35.0,0,0,False,sin_datos
qc00230002,30.0,30.0,0,0,False,sin_datos
qc00230003,35.0,35.0,0,0,False,sin_datos
qc00230004,35.0,35.0,0,0,False,sin_datos
qc00230503,35.0,35.0,0,0,False,sin_datos
qc00230504,60.0,60.0,0,0,False,sin_datos
qc00230603,60.0,60.0,0,0,False,sin_datos
qc00230700,60.0,60.0,0,0,False,sin_datos
qc00230712,70.0,70.0,0,0,False,sin_datos
qc00230715,60.0,60.0,0,0,False,sin_datos
qc00230717,30.0,30.0,0,0,False,sin_datos
qc00230801,10.0,10.0,0,0,False,sin_datos
qc00230803,10.0,10.0,0,0,False,sin_datos
qc00230931,10.0,10.0,0,0,False,sin_datos
qc00231101,40.0,40.0,0,0,False,sin_datos
qc00231201,40.0,40.0,0,0,False,sin_datos
qc00240001,60.0,60.0,0,0,False,sin_datos
qc00240005,60.0,60.0,0,0,False,sin_datos
qc00240102,60.0,60.0,0,0,False,sin_datos
qc00240103,60.0,60.0,0,0,False,sin_datos
qc00240106,60.0,60.0,0,0,False,sin_datos
qc00240108,60.0,60.0,0,0,False,sin_datos
qc00240109,60.0,60.0,0,0,False,sin_datos
qc00240111,60.0,60.0,0,0,False,sin_datos
qc00240112,60.0,60.0,0,0,False,sin_datos
qc00240202,60.0,60.0,0,0,False,sin_datos
qc00240302,60.0,60.0,0,0,False,sin_datos
qc00240304,60.0,60.0,0,0,False,sin_datos
qc00240401,60.0,60.0,0,0,False,sin_datos
qc00240402,60.0,60.0,0,0,False,sin_datos
qc00240502,60.0,60.0,0,0,False,sin_datos
qc00240503,60.0,60.0,0,0,False,sin_datos
qc00250101,60.0,60.0,0,0,False,sin_datos
qc00250103,40.0,40.0,0,0,False,sin_datos
qc00250301,20.0,20.0,0,0,False,sin_datos
qc00250303,20.0,20.0,0,0,False,sin_datos
qc00250308,20.0,20.0,0,0,False,sin_datos
qc00250405,20.0,20.0,0,0,False,sin_datos
qc00250502,40.0,40.0,0,0,False,sin_datos
qc00250503,30.0,30.0,0,0,False,sin_datos
qc00251001,35.0,35.0,0,0,False,sin_datos
qc00251100,60.0,60.0,0,0,False,sin_datos
qc00251102,60.0,60.0,0,0,False,sin_datos
qc00251104,60.0,60.0,0,0,False,sin_datos
qc00260402,60.0,60.0,0,0,False,sin_datos
qc00260403,60.0,60.0,0,0,False,sin_datos
qc00260501,20.0,20.0,0,0,False,sin_datos
qc00260700,60.0,60.0,0,0,False,sin_datos
qc00270001,20.0,20.0,0,0,False,sin_datos
qc00270200,20.0,20.0,0,0,False,sin_datos
qc00270202,20.0,20.0,0,0,False,sin_datos
qc00270300,20.0,20.0,0,0,False,sin_datos
qc00270500,20.0,20.0,0,0,False,sin_datos
qc00270503,20.0,20.0,0,0,False,sin_datos
qc00270700,20.0,20.0,0,0,False,sin_datos
qc00270900,30.0,30.0,0,0,False,sin_datos
qc47201542,70.0,70.0,0,0,False,sin_datos
qc4720CDF8,12.0,12.0,0,0,False,sin_datos
qc472147C4,30.0,30.0,0,0,False,sin_datos
qc472191AC,60.0,60.0,0,0,False,sin_datos
qc4721AAE4,20.0,20.0,0,0,False,sin_datos
qc4722A338,20.0,20.0,0,0,False,sin_datos
qc4722E032,30.0,30.0,0,0,False,sin_datos
qc4722F344,70.0,70.0,0,0,False,sin_datos
qc4723013A,60.0,60.0,0,0,False,sin_datos
qc4723F1BE,30.0,30.0,0,0,False,sin_datos
qc4724851A,35.0,35.0,0,0,False,sin_datos
qc4724966C,60.0,60.0,0,0,False,sin_datos
qc4724A3F6,70.0,70.0,0,0,False,sin_datos
qc47251282,20.0,20.0,0,0,False,sin_datos
qc47252718,60.0,60.0,0,0,False,sin_datos
qc47256412,20.0,20.0,0,0,False,sin_datos
qc47257764,10.0,10.0,0,0,False,sin_datos
qc47259496,12.0,12.0,0,0,False,sin_datos
qc4725B27A,20.0,20.0,0,0,False,sin_datos
qc4725D79C,30.0,30.0,0,0,False,sin_datos
qc4725E206,12.0,12.0,0,0,False,sin_datos
qc4725F170,12.0,12.0,0,0,False,sin_datos
qc4726158C,20.0,20.0,0,0,False,sin_datos
qc47263360,20.0,20.0,0,0,False,sin_datos
qc472645F0,12.0,12.0,0,0,False,sin_datos
qc47265686,30.0,30.0,0,0,False,sin_datos
qc472680EE,12.0,12.0,0,0,False,sin_datos
qc47269398,12.0,12.0,0,0,False,sin_datos
qc4726A602,12.0,12.0,0,0,False,sin_datos
qc4726C3E4,12.0,12.0,0,0,False,sin_datos
qc4726D092,12.0,12.0,0,0,False,sin_datos
qc4726E508,70.0,70.0,0,0,False,sin_datos
qc4726F67E,70.0,70.0,0,0,False,sin_datos
qc47270400,35.0,35.0,0,0,False,sin_datos
qc4727319A,15.0,15.0,0,0,False,sin_datos
qc4727547C,60.0,60.0,0,0,False,sin_datos
qc472761E6,15.0,15.0,0,0,False,sin_datos
qc47278214,60.0,60.0,0,0,False,sin_datos
qc4727A4F8,40.0,40.0,0,0,False,sin_datos
qc4727C11E,20.0,20.0,0,0,False,sin_datos
qc4727F484,15.0,15.0,0,0,False,sin_datos
qc47280292,30.0,30.0,0,0,False,sin_datos
qc472811E4,12.0,12.0,0,0,False,sin_datos
qc47283708,70.0,70.0,0,0,False,sin_datos
qc47284198,12.0,12.0,0,0,False,sin_datos
qc472852EE,35.0,35.0,0,0,False,sin_datos
qc47287402,60.0,60.0,0,0,False,sin_datos
qc47288486,60.0,60.0,0,0,False,sin_datos
qc472897F0,35.0,35.0,0,0,False,sin_datos
qc4728A26A,70.0,70.0,0,0,False,sin_datos
qc4728B11C,70.0,70.0,0,0,False,sin_datos
qc4728C78C,12.0,12.0,0,0,False,sin_datos
qc4728E160,12.0,12.0,0,0,False,sin_datos
qc4728F216,12.0,12.0,0,0,False,sin_datos
qc47290068,30.0,30.0,0,0,False,sin_datos
qc47292684,12.0,12.0,0,0,False,sin_datos
qc472935F2,35.0,35.0,0,0,False,sin_datos
qc47294362,20.0,20.0,0,0,False,sin_datos
qc4729658E,35.0,35.0,0,0,False,sin_datos
qc472976F8,20.0,20.0,0,0,False,sin_datos
qc4729867C,35.0,35.0,0,0,False,sin_datos
qc4729950A,20.0,20.0,0,0,False,sin_datos
qc4729A090,20.0,20.0,0,0,False,sin_datos
qc4729D600,20.0,20.0,0,0,False,sin_datos
qc4729E39A,30.0,30.0,0,0,False,sin_datos
qc472A218A,60.0,60.0,0,0,False,sin_datos
qc472A32FC,12.0,12.0,0,0,False,sin_datos
qc472A446C,70.0,70.0,0,0,False,sin_datos
qc472A571A,12.0,12.0,0,0,False,sin_datos
qc472A6280,20.0,20.0,0,0,False,sin_datos
qc472A9204,20.0,20.0,0,0,False,sin_datos
qc472AC278,60.0,60.0,0,0,False,sin_datos
qc472B2370,35.0,35.0,0,0,False,sin_datos
qc472B3006,12.0,12.0,0,0,False,sin_datos
qc472B55E0,60.0,60.0,0,0,False,sin_datos
qc472B607A,35.0,35.0,0,0,False,sin_datos
qc472B730C,30.0,30.0,0,0,False,sin_datos
qc472C81BC,15.0,15.0,0,0,False,sin_datos
qc472C92CA,15.0,15.0,0,0,False,sin_datos
qc472CA750,12.0,12.0,0,0,False,sin_datos
qc472CB426,20.0,20.0,0,0,False,sin_datos
qc472CC2B6,15.0,15.0,0,0,False,sin_datos
qc472CF72C,20.0,20.0,0,0,False,sin_datos
qc472D0552,35.0,35.0,0,0,False,sin_datos
qc472D1624,35.0,35.0,0,0,False,sin_datos
qc472D23BE,70.0,70.0,0,0,False,sin_datos
qc472D30C8,70.0,70.0,0,0,False,sin_datos
qc472D552E,15.0,15.0,0,0,False,sin_datos
qc472D60B4,15.0,15.0,0,0,False,sin_datos
qc472D73C2,12.0,12.0,0,0,False,sin_datos
qc472D8346,15.0,15.0,0,0,False,sin_datos
qc472D9030,10.0,10.0,0,0,False,sin_datos
qc472DA5AA,35.0,35.0,0,0,False,sin_datos
qc472DD33A,20.0,20.0,0,0,False,sin_datos
qc472DE6A0,20.0,20.0,0,0,False,sin_datos
qc472E025C,20.0,20.0,0,0,False,sin_datos
qc472E112A,20.0,20.0,0,0,False,sin_datos
qc472E24B0,60.0,60.0,0,0,False,sin_datos
qc472E37C6,20.0,20.0,0,0,False,sin_datos
qc472E4156,20.0,20.0,0,0,False,sin_datos
qc472E5220,70.0,70.0,0,0,False,sin_datos
qc472E74CC,15.0,15.0,0,0,False,sin_datos
qc472EA2A4,15.0,15.0,0,0,False,sin_datos
qc472EB1D2,15.0,15.0,0,0,False,sin_datos
qc472EC742,12.0,12.0,0,0,False,sin_datos
qc472ED434,30.0,30.0,0,0,False,sin_datos
qc472EE1AE,30.0,30.0,0,0,False,sin_datos
qc472EF2D8,70.0,70.0,0,0,False,sin_datos
qc472F00A6,70.0,70.0,0,0,False,sin_datos
qc472F13D0,70.0,70.0,0,0,False,sin_datos
qc472F264A,70.0,70.0,0,0,False,sin_datos
qc472F353C,70.0,70.0,0,0,False,sin_datos
qc472F50DA,70.0,70.0,0,0,False,sin_datos
qc472F6540,70.0,70.0,0,0,False,sin_datos
qc472F7636,70.0,70.0,0,0,False,sin_datos
qc472F95C4,70.0,70.0,0,0,False,sin_datos
qc472FA05E,70.0,70.0,0,0,False,sin_datos
qc472FB328,15.0,15.0,0,0,False,sin_datos
qc472FC5B8,70.0,70.0,0,0,False,sin_datos
qc472FD6CE,70.0,70.0,0,0,False,sin_datos
qc472FE354,12.0,12.0,0,0,False,sin_datos
qc472FF022,15.0,15.0,0,0,False,sin_datos
qc47E01126,70.0,70.0,0,0,False,sin_datos
qc47E024BC,70.0,70.0,0,0,False,sin_datos
qc47E037CA,70.0,70.0,0,0,False,sin_datos
qc47E0415A,70.0,70.0,0,0,False,sin_datos
qc47E0522C,70.0,70.0,0,0,False,sin_datos
qc47E067B6,70.0,70.0,0,0,False,sin_datos
qc47E074C0,70.0,70.0,0,0,False,sin_datos
qc47E08444,70.0,70.0,0,0,False,sin_datos
qc47E09732,70.0,70.0,0,0,False,sin_datos
qc47E0A2A8,70.0,70.0,0,0,False,sin_datos
qc47E0B1DE,70.0,70.0,0,0,False,sin_datos
qc47E0C74E,70.0,70.0,0,0,False,sin_datos
qc47E0D438,70.0,70.0,0,0,False,sin_datos
qc47E0E1A2,70.0,70.0,0,0,False,sin_datos
qc47E0F2D4,70.0,70.0,0,0,False,sin_datos
qc47E113DC,30.0,30.0,0,0,False,sin_datos
qc47E12646,30.0,30.0,0,0,False,sin_datos
qc47E13530,70.0,70.0,0,0,False,sin_datos
qc47E143A0,30.0,30.0,0,0,False,sin_datos
qc47E150D6,30.0,30.0,0,0,False,sin_datos
qc47E1654C,30.0,30.0,0,0,False,sin_datos
qc47E1763A,30.0,30.0,0,0,False,sin_datos
qc47E186BE,70.0,70.0,0,0,False,sin_datos
qc47E1B324,30.0,30.0,0,0,False,sin_datos
qc47E1C5B4,15.0,15.0,0,0,False,sin_datos
qc47E1D6C2,70.0,70.0,0,0,False,sin_datos
qc47E1E358,15.0,15.0,0,0,False,sin_datos
qc47E1F02E,12.0,12.0,0,0,False,sin_datos
qc47E207A4,15.0,15.0,0,0,False,sin_datos
qc47E214D2,60.0,60.0,0,0,False,sin_datos
qc47E2323E,12.0,12.0,0,0,False,sin_datos
qc47E257D8,12.0,12.0,0,0,False,sin_datos
qc47E26242,70.0,70.0,0,0,False,sin_datos
qc47E27134,30.0,30.0,0,0,False,sin_datos
qc47E292C6,30.0,30.0,0,0,False,sin_datos
qc47E2A75C,30.0,30.0,0,0,False,sin_datos
qc47E2B42A,30.0,30.0,0,0,False,sin_datos
qc47E2C2BA,30.0,30.0,0,0,False,sin_datos
qc47E2D1CC,30.0,30.0,0,0,False,sin_datos
qc47E2E456,60.0,60.0,0,0,False,sin_datos
qc47E2F720,70.0,70.0,0,0,False,sin_datos
qc47E3055E,15.0,15.0,0,0,False,sin_datos
qc47E323B2,12.0,12.0,0,0,False,sin_datos
qc47E330C4,12.0,12.0,0,0,False,sin_datos
qc47E34654,12.0,12.0,0,0,False,sin_datos
qc47E35522,15.0,15.0,0,0,False,sin_datos
qc47E360B8,30.0,30.0,0,0,False,sin_datos
qc47E373CE,30.0,30.0,0,0,False,sin_datos
qc47E3834A,30.0,30.0,0,0,False,sin_datos
qc47E3A5A6,30.0,30.0,0,0,False,sin_datos
qc47E3B6D0,30.0,30.0,0,0,False,sin_datos
qc47E8201A,60.0,60.0,0,0,False,sin_datos
qc47E8336C,60.0,60.0,0,0,False,sin_datos
qc47E845FC,35.0,35.0,0,0,False,sin_datos
qc47E8568A,40.0,40.0,0,0,False,sin_datos
qc47E86310,40.0,40.0,0,0,False,sin_datos
qc47E89394,12.0,12.0,0,0,False,sin_datos
qc47E8A60E,30.0,30.0,0,0,False,sin_datos
qc47E8B578,20.0,20.0,0,0,False,sin_datos
qc47E9177A,70.0,70.0,0,0,False,sin_datos
qc47E94706,15.0,15.0,0,0,False,sin_datos
