cod_qc_obj,nombre_obj,dept_obj,sector_obj,cod_qc_vecina,nombre_vecina,dept_vecina,sector_vecina,dist_km,dz_par,mismo_sector,misma_region,r_pp,p_pp,r_temp,altitud_vec,inhomogeneidad_obj
qc00105063,SAN MIGUEL,PIURA,COSTA NORTE,qc00105100,MIRAFLORES,PIURA,COSTA NORTE,11.088,9.0,True,True,,,,34.0,False
qc00105063,SAN MIGUEL,PIURA,COSTA NORTE,qc00000207,MIRAFLORES,PIURA,COSTA NORTE,13.102,9.0,True,True,,,,34.0,False
qc00105063,SAN MIGUEL,PIURA,COSTA NORTE,qc00152100,BERNAL,PIURA,COSTA NORTE,23.892,14.0,True,True,,,,11.0,False
qc00104084,PARTIDOR,PIURA,COSTA NORTE,qc47E0E1A2,BOCATOMA CHIPILLICO,PIURA,COSTA NORTE,18.375,122.0,True,True,,,,340.0,False
qc00104084,PARTIDOR,PIURA,COSTA NORTE,qc47E0F2D4,LAGARTERA,PIURA,COSTA NORTE,23.771,202.0,True,True,,,,420.0,False
qc00104084,PARTIDOR,PIURA,COSTA NORTE,qc47E0522C,TAMBO GRANDE,PIURA,COSTA NORTE,24.488,151.0,True,True,,,,67.0,False
qc00104084,PARTIDOR,PIURA,COSTA NORTE,qc00152103,LANCONES,PIURA,COSTA NORTE,29.628,68.0,True,True,,,,150.0,False
qc00104084,PARTIDOR,PIURA,COSTA NORTE,qc47E09732,LA ARDILLA,PIURA,COSTA NORTE,29.81,102.0,True,True,,,,116.0,False
qc00104084,PARTIDOR,PIURA,COSTA NORTE,qc47E0D438,ALAMOR,PIURA,COSTA NORTE,31.646,102.0,True,True,,,,116.0,False
qc00104019,SAPILLICA,PIURA,SIERRA NORTE OCCIDENTAL,qc472FF022,SAPILLICA,PIURA,SIERRA NORTE OCCIDENTAL,2.884,30.0,True,True,,,,1421.0,False
qc00105055,HUANCABAMBA,PIURA,SIERRA NORTE ORIENTAL,qc00105022,SONDORILLO,PIURA,SIERRA NORTE ORIENTAL,10.758,40.0,True,True,,,,1929.0,False
qc00105055,HUANCABAMBA,PIURA,SIERRA NORTE ORIENTAL,qc00220509,SONDORILLO,PIURA,SIERRA NORTE ORIENTAL,11.244,268.0,True,True,,,,1701.0,False
qc00105055,HUANCABAMBA,PIURA,SIERRA NORTE ORIENTAL,qc00152126,SONDORILLO,PIURA,SIERRA NORTE ORIENTAL,11.642,40.0,True,True,,,,1929.0,False
qc00105055,HUANCABAMBA,PIURA,SIERRA NORTE ORIENTAL,qc00105024,HACIENDA SHUMAYA,PIURA,SIERRA NORTE ORIENTAL,16.94,124.0,True,True,,,,2093.0,False
qc00105055,HUANCABAMBA,PIURA,SIERRA NORTE ORIENTAL,qc00152128,HACIENDA SHUMAYA,PIURA,SIERRA NORTE ORIENTAL,17.964,95.0,True,True,,,,2064.0,False
qc00105055,HUANCABAMBA,PIURA,SIERRA NORTE ORIENTAL,qc00000240,TABACONAS,CAJAMARCA,SIERRA NORTE ORIENTAL,20.509,64.0,True,True,,,,1905.0,False
qc00210502,PUENTE YOROHOCO CALLACAME,PUNO,SIERRA SUR ORIENTAL,qc00116075,CALLACAME,PUNO,SIERRA SUR ORIENTAL,0.645,2.0,True,True,,,,3858.0,False
qc00210502,PUENTE YOROHOCO CALLACAME,PUNO,SIERRA SUR ORIENTAL,qc00000883,DESAGUADERO,PUNO,SIERRA SUR ORIENTAL,30.304,32.0,True,True,,,,3824.0,False
qc00210502,PUENTE YOROHOCO CALLACAME,PUNO,SIERRA SUR ORIENTAL,qc00116060,DESAGUADERO,,SIERRA SUR ORIENTAL,30.519,32.0,True,True,,,,3824.0,False
qc00210502,PUENTE YOROHOCO CALLACAME,PUNO,SIERRA SUR ORIENTAL,qc00270001,DESAGUADERO,,SIERRA SUR ORIENTAL,30.534,32.0,True,True,,,,3824.0,False
qc00210502,PUENTE YOROHOCO CALLACAME,PUNO,SIERRA SUR ORIENTAL,qc00270700,PUENTE INTERNACIONAL DESAGUADERO,PUNO,SIERRA SUR ORIENTAL,30.573,32.0,True,True,,,,3824.0,False
qc00210502,PUENTE YOROHOCO CALLACAME,PUNO,SIERRA SUR ORIENTAL,qc00116029,PIZACOMA,PUNO,SIERRA SUR ORIENTAL,37.244,68.0,True,True,,,,3924.0,False
qc00116029,PIZACOMA,PUNO,SIERRA SUR ORIENTAL,qc00000881,PIZACOMA,PUNO,SIERRA SUR ORIENTAL,0.318,0.0,True,True,,,,3924.0,False
qc00116029,PIZACOMA,PUNO,SIERRA SUR ORIENTAL,qc00116075,CALLACAME,PUNO,SIERRA SUR ORIENTAL,37.157,66.0,True,True,,,,3858.0,False
qc00116029,PIZACOMA,PUNO,SIERRA SUR ORIENTAL,qc00210502,PUENTE YOROHOCO CALLACAME,PUNO,SIERRA SUR ORIENTAL,37.244,68.0,True,True,,,,3856.0,False
qc00270503,ZAPATILLA,PUNO,SIERRA SUR ORIENTAL,qc472E112A,ILAVE,PUNO,SIERRA SUR ORIENTAL,7.518,2.0,True,True,,,,3835.0,False
qc00270503,ZAPATILLA,PUNO,SIERRA SUR ORIENTAL,qc00210301,PUENTE ILAVE,PUNO,SIERRA SUR ORIENTAL,7.95,2.0,True,True,,,,3835.0,False
qc00270503,ZAPATILLA,PUNO,SIERRA SUR ORIENTAL,qc00116027,ILAVE,PUNO,SIERRA SUR ORIENTAL,10.92,24.0,True,True,,,,3861.0,False
qc00270503,ZAPATILLA,PUNO,SIERRA SUR ORIENTAL,qc00000879,ILAVE,PUNO,SIERRA SUR ORIENTAL,11.879,24.0,True,True,,,,3861.0,False
qc00270503,ZAPATILLA,PUNO,SIERRA SUR ORIENTAL,qc00000880,JULI,PUNO,SIERRA SUR ORIENTAL,14.602,7.0,True,True,,,,3830.0,False
qc00270503,ZAPATILLA,PUNO,SIERRA SUR ORIENTAL,qc00116061,JULI,PUNO,SIERRA SUR ORIENTAL,14.602,7.0,True,True,,,,3830.0,False
qc00210301,PUENTE ILAVE,PUNO,SIERRA SUR ORIENTAL,qc472E112A,ILAVE,PUNO,SIERRA SUR ORIENTAL,0.618,0.0,True,True,,,,3835.0,False
qc00210301,PUENTE ILAVE,PUNO,SIERRA SUR ORIENTAL,qc00116027,ILAVE,PUNO,SIERRA SUR ORIENTAL,3.261,26.0,True,True,,,,3861.0,False
qc00210301,PUENTE ILAVE,PUNO,SIERRA SUR ORIENTAL,qc00000879,ILAVE,PUNO,SIERRA SUR ORIENTAL,3.963,26.0,True,True,,,,3861.0,False
qc00210301,PUENTE ILAVE,PUNO,SIERRA SUR ORIENTAL,qc00270503,ZAPATILLA,PUNO,SIERRA SUR ORIENTAL,7.95,2.0,True,True,,,,3837.0,False
qc00210301,PUENTE ILAVE,PUNO,SIERRA SUR ORIENTAL,qc00115052,RINCON DE LA CRUZ,PUNO,SIERRA SUR ORIENTAL,21.905,45.0,True,True,,,,3880.0,False
qc00210301,PUENTE ILAVE,PUNO,SIERRA SUR ORIENTAL,qc00000880,JULI,PUNO,SIERRA SUR ORIENTAL,22.378,5.0,True,True,,,,3830.0,False
qc00106098,PILLUANA,SAN MARTIN,SELVA NORTE BAJA,qc00153316,PILLUANA,SAN MARTIN,SELVA NORTE BAJA,1.143,0.0,True,True,,,,207.0,False
qc00106098,PILLUANA,SAN MARTIN,SELVA NORTE BAJA,qc00230715,PICOTA,SAN MARTIN,SELVA NORTE BAJA,16.47,16.0,True,True,,,,223.0,False
qc00106098,PILLUANA,SAN MARTIN,SELVA NORTE BAJA,qc00106095,PICOTA,SAN MARTIN,SELVA NORTE BAJA,16.6,15.0,True,True,,,,222.0,False
qc00106098,PILLUANA,SAN MARTIN,SELVA NORTE BAJA,qc00153313,PICOTA,SAN MARTIN,SELVA NORTE BAJA,18.174,15.0,True,True,,,,222.0,False
qc00106098,PILLUANA,SAN MARTIN,SELVA NORTE BAJA,qc00106119,TINGO DE PONAZA,SAN MARTIN,SELVA NORTE BAJA,18.421,31.0,True,True,,,,238.0,False
qc00106098,PILLUANA,SAN MARTIN,SELVA NORTE BAJA,qc00106145,TINGO DE PONAZA,,SELVA NORTE BAJA,18.421,31.0,True,True,,,,238.0,False
qc00107091,SHAMBOYACU,SAN MARTIN,SELVA NORTE BAJA,qc00106119,TINGO DE PONAZA,SAN MARTIN,SELVA NORTE BAJA,16.705,77.0,True,True,,,,238.0,False
qc00107091,SHAMBOYACU,SAN MARTIN,SELVA NORTE BAJA,qc00106145,TINGO DE PONAZA,,SELVA NORTE BAJA,16.705,77.0,True,True,,,,238.0,False
qc00107091,SHAMBOYACU,SAN MARTIN,SELVA NORTE BAJA,qc00153313,PICOTA,SAN MARTIN,SELVA NORTE BAJA,24.82,93.0,True,True,,,,222.0,False
qc00107091,SHAMBOYACU,SAN MARTIN,SELVA NORTE BAJA,qc00230715,PICOTA,SAN MARTIN,SELVA NORTE BAJA,24.852,92.0,True,True,,,,223.0,False
qc00107091,SHAMBOYACU,SAN MARTIN,SELVA NORTE BAJA,qc00106095,PICOTA,SAN MARTIN,SELVA NORTE BAJA,25.131,93.0,True,True,,,,222.0,False
qc00107091,SHAMBOYACU,SAN MARTIN,SELVA NORTE BAJA,qc00153316,PILLUANA,SAN MARTIN,SELVA NORTE BAJA,31.962,108.0,True,True,,,,207.0,False
qc00221813,SHAMBOYACU,SAN MARTIN,SELVA NORTE BAJA,qc00106119,TINGO DE PONAZA,SAN MARTIN,SELVA NORTE BAJA,16.713,68.0,True,True,,,,238.0,False
qc00221813,SHAMBOYACU,SAN MARTIN,SELVA NORTE BAJA,qc00106145,TINGO DE PONAZA,,SELVA NORTE BAJA,16.713,68.0,True,True,,,,238.0,False
qc00221813,SHAMBOYACU,SAN MARTIN,SELVA NORTE BAJA,qc00153313,PICOTA,SAN MARTIN,SELVA NORTE BAJA,24.81,84.0,True,True,,,,222.0,False
qc00221813,SHAMBOYACU,SAN MARTIN,SELVA NORTE BAJA,qc00230715,PICOTA,SAN MARTIN,SELVA NORTE BAJA,24.849,83.0,True,True,,,,223.0,False
qc00221813,SHAMBOYACU,SAN MARTIN,SELVA NORTE BAJA,qc00106095,PICOTA,SAN MARTIN,SELVA NORTE BAJA,25.127,84.0,True,True,,,,222.0,False
qc00221813,SHAMBOYACU,SAN MARTIN,SELVA NORTE BAJA,qc00153316,PILLUANA,SAN MARTIN,SELVA NORTE BAJA,32.006,99.0,True,True,,,,207.0,False
qc00106119,TINGO DE PONAZA,SAN MARTIN,SELVA NORTE BAJA,qc00230715,PICOTA,SAN MARTIN,SELVA NORTE BAJA,8.532,15.0,True,True,,,,223.0,False
qc00106119,TINGO DE PONAZA,SAN MARTIN,SELVA NORTE BAJA,qc00106095,PICOTA,SAN MARTIN,SELVA NORTE BAJA,8.849,16.0,True,True,,,,222.0,False
qc00106119,TINGO DE PONAZA,SAN MARTIN,SELVA NORTE BAJA,qc00153313,PICOTA,SAN MARTIN,SELVA NORTE BAJA,9.022,16.0,True,True,,,,222.0,False
qc00106119,TINGO DE PONAZA,SAN MARTIN,SELVA NORTE BAJA,qc00107091,SHAMBOYACU,SAN MARTIN,SELVA NORTE BAJA,16.705,77.0,True,True,,,,315.0,False
qc00106119,TINGO DE PONAZA,SAN MARTIN,SELVA NORTE BAJA,qc00221813,SHAMBOYACU,SAN MARTIN,SELVA NORTE BAJA,16.713,68.0,True,True,,,,306.0,False
qc00106119,TINGO DE PONAZA,SAN MARTIN,SELVA NORTE BAJA,qc00153316,PILLUANA,SAN MARTIN,SELVA NORTE BAJA,17.945,31.0,True,True,,,,207.0,False
qc00106013,RIOJA,SAN MARTIN,SELVA NORTE ALTA,qc00106083,SORITOR,SAN MARTIN,SELVA NORTE ALTA,13.863,79.0,True,True,,,,902.0,False
qc00106013,RIOJA,SAN MARTIN,SELVA NORTE ALTA,qc00153226,SORITOR,SAN MARTIN,SELVA NORTE ALTA,13.939,79.0,True,True,,,,902.0,False
qc00106013,RIOJA,SAN MARTIN,SELVA NORTE ALTA,qc00106014,MOYOBAMBA,SAN MARTIN,SELVA NORTE ALTA,22.773,43.0,True,True,,,,866.0,False
qc00106013,RIOJA,SAN MARTIN,SELVA NORTE ALTA,qc00106088,JEPELACIO,SAN MARTIN,SELVA NORTE ALTA,30.432,241.0,True,True,,,,1064.0,False
qc00106013,RIOJA,SAN MARTIN,SELVA NORTE ALTA,qc00106144,JEPELACIO,SAN MARTIN,SELVA NORTE ALTA,30.432,241.0,True,True,,,,1064.0,False
qc00106013,RIOJA,SAN MARTIN,SELVA NORTE ALTA,qc00153300,JEPELACIO,SAN MARTIN,SELVA NORTE ALTA,31.028,241.0,True,True,,,,1064.0,False
qc00100138,TARAPOTO,SAN MARTIN,SELVA NORTE BAJA,qc00221801,CUMBAZA,SAN MARTIN,SELVA NORTE BAJA,1.35,95.0,True,True,,,,292.0,False
qc00100138,TARAPOTO,SAN MARTIN,SELVA NORTE BAJA,qc00106096,SAN ANTONIO,SAN MARTIN,SELVA NORTE BAJA,8.156,92.0,True,True,,,,479.0,False
qc00100138,TARAPOTO,SAN MARTIN,SELVA NORTE BAJA,qc00153314,SAN ANTONIO,SAN MARTIN,SELVA NORTE BAJA,8.38,191.0,True,True,,,,578.0,False
qc00100138,TARAPOTO,SAN MARTIN,SELVA NORTE BAJA,qc00106094,CUÑUMBUQUE,SAN MARTIN,SELVA NORTE BAJA,12.82,157.0,True,True,,,,230.0,False
qc00100138,TARAPOTO,SAN MARTIN,SELVA NORTE BAJA,qc00000310,EL PORVENIR,SAN MARTIN,SELVA NORTE BAJA,13.395,185.0,True,True,,,,202.0,False
qc00100138,TARAPOTO,SAN MARTIN,SELVA NORTE BAJA,qc00106040,EL PORVENIR,SAN MARTIN,SELVA NORTE BAJA,13.877,164.0,True,True,,,,223.0,False
qc00106101,CHAZUTA,SAN MARTIN,SELVA NORTE BAJA,qc00153319,CHAZUTA,SAN MARTIN,SELVA NORTE BAJA,3.704,0.0,True,True,,,,203.0,False
qc00106101,CHAZUTA,SAN MARTIN,SELVA NORTE BAJA,qc00000310,EL PORVENIR,SAN MARTIN,SELVA NORTE BAJA,20.709,1.0,True,True,,,,202.0,False
qc00106101,CHAZUTA,SAN MARTIN,SELVA NORTE BAJA,qc4723013A,EL PORVENIR,SAN MARTIN,SELVA NORTE BAJA,20.903,20.0,True,True,,,,223.0,False
qc00106101,CHAZUTA,SAN MARTIN,SELVA NORTE BAJA,qc00106040,EL PORVENIR,SAN MARTIN,SELVA NORTE BAJA,20.903,20.0,True,True,,,,223.0,False
qc00106101,CHAZUTA,SAN MARTIN,SELVA NORTE BAJA,qc00153316,PILLUANA,SAN MARTIN,SELVA NORTE BAJA,28.457,4.0,True,True,,,,207.0,False
qc00106101,CHAZUTA,SAN MARTIN,SELVA NORTE BAJA,qc00100138,TARAPOTO,SAN MARTIN,SELVA NORTE BAJA,28.66,184.0,True,True,,,,387.0,False
qc00106040,EL PORVENIR,SAN MARTIN,SELVA NORTE BAJA,qc00000310,EL PORVENIR,SAN MARTIN,SELVA NORTE BAJA,0.621,21.0,True,True,,,,202.0,False
qc00106040,EL PORVENIR,SAN MARTIN,SELVA NORTE BAJA,qc00100138,TARAPOTO,SAN MARTIN,SELVA NORTE BAJA,13.877,164.0,True,True,,,,387.0,False
qc00106040,EL PORVENIR,SAN MARTIN,SELVA NORTE BAJA,qc00221801,CUMBAZA,SAN MARTIN,SELVA NORTE BAJA,14.803,69.0,True,True,,,,292.0,False
qc00106040,EL PORVENIR,SAN MARTIN,SELVA NORTE BAJA,qc00106094,CUÑUMBUQUE,SAN MARTIN,SELVA NORTE BAJA,20.229,7.0,True,True,,,,230.0,False
qc00106040,EL PORVENIR,SAN MARTIN,SELVA NORTE BAJA,qc00106101,CHAZUTA,SAN MARTIN,SELVA NORTE BAJA,20.903,20.0,True,True,,,,203.0,False
qc00106040,EL PORVENIR,SAN MARTIN,SELVA NORTE BAJA,qc00106098,PILLUANA,SAN MARTIN,SELVA NORTE BAJA,21.098,16.0,True,True,,,,207.0,False
qc00230700,PUENTE TOCACHE,SAN MARTIN,SELVA NORTE BAJA,qc00100137,TANANTA,SAN MARTIN,SELVA NORTE BAJA,11.187,1.0,True,True,,,,481.0,False
qc00230700,PUENTE TOCACHE,SAN MARTIN,SELVA NORTE BAJA,qc00100019,CAMPANILLA,SAN MARTIN,SELVA NORTE BAJA,79.757,164.0,True,True,,,,316.0,False
qc00230700,PUENTE TOCACHE,SAN MARTIN,SELVA NORTE BAJA,qc00107069,JOSE OLAYA,SAN MARTIN,SELVA NORTE BAJA,87.321,195.0,True,True,,,,285.0,False
qc00230700,PUENTE TOCACHE,SAN MARTIN,SELVA NORTE BAJA,qc00153225,DOS DE MAYO (J. OLAYA),SAN MARTIN,SELVA NORTE BAJA,87.354,155.0,True,True,,,,325.0,False
qc00230700,PUENTE TOCACHE,SAN MARTIN,SELVA NORTE BAJA,qc00108033,AUCAYACU,HUANUCO,SELVA NORTE BAJA,93.954,89.0,True,True,,,,569.0,False
qc00100137,TANANTA,SAN MARTIN,SELVA NORTE BAJA,qc47E2E456,TOCACHE,SAN MARTIN,SELVA NORTE BAJA,11.187,35.0,True,True,,,,446.0,False
qc00100137,TANANTA,SAN MARTIN,SELVA NORTE BAJA,qc00230700,PUENTE TOCACHE,SAN MARTIN,SELVA NORTE BAJA,11.187,1.0,True,True,,,,480.0,False
qc00100137,TANANTA,SAN MARTIN,SELVA NORTE BAJA,qc00100019,CAMPANILLA,SAN MARTIN,SELVA NORTE BAJA,70.822,165.0,True,True,,,,316.0,False
qc00100137,TANANTA,SAN MARTIN,SELVA NORTE BAJA,qc00107069,JOSE OLAYA,SAN MARTIN,SELVA NORTE BAJA,81.095,196.0,True,True,,,,285.0,False
qc00100137,TANANTA,SAN MARTIN,SELVA NORTE BAJA,qc00153225,DOS DE MAYO (J. OLAYA),SAN MARTIN,SELVA NORTE BAJA,81.224,156.0,True,True,,,,325.0,False
qc00100137,TANANTA,SAN MARTIN,SELVA NORTE BAJA,qc00107010,PACHIZA,SAN MARTIN,SELVA NORTE BAJA,94.103,195.0,True,True,,,,286.0,False
qc00118004,JORGE BASADRE,TACNA,COSTA SUR,qc00117003,CALANA,TACNA,COSTA SUR,8.465,236.0,True,True,,,,785.0,False
qc00118004,JORGE BASADRE,TACNA,COSTA SUR,qc00000807,CALANA,TACNA,COSTA SUR,11.068,236.0,True,True,,,,785.0,False
qc00118004,JORGE BASADRE,TACNA,COSTA SUR,qc00117018,SAMA GRANDE,TACNA,COSTA SUR,36.574,20.0,True,True,,,,529.0,False
qc00118004,JORGE BASADRE,TACNA,COSTA SUR,qc00000875,SAMA GRANDE,TACNA,COSTA SUR,36.773,15.0,True,True,,,,534.0,False
qc00118004,JORGE BASADRE,TACNA,COSTA SUR,qc4722F344,LA TRANCA,TACNA,COSTA SUR,39.124,80.0,True,True,,,,629.0,False
qc00117003,CALANA,TACNA,COSTA SUR,qc00000807,CALANA,TACNA,COSTA SUR,2.94,0.0,True,True,,,,785.0,False
qc00117003,CALANA,TACNA,COSTA SUR,qc47E13530,CERRO BLANCO,TACNA,COSTA SUR,4.378,100.0,True,True,,,,885.0,False
qc00117003,CALANA,TACNA,COSTA SUR,qc00118004,JORGE BASADRE,TACNA,COSTA SUR,8.465,236.0,True,True,,,,549.0,False
qc00117003,CALANA,TACNA,COSTA SUR,qc00000901,JORGE BASADRE,TACNA,COSTA SUR,8.465,248.0,True,True,,,,537.0,False
qc00117003,CALANA,TACNA,COSTA SUR,qc00117018,SAMA GRANDE,TACNA,COSTA SUR,37.613,256.0,True,True,,,,529.0,False
qc00117003,CALANA,TACNA,COSTA SUR,qc00000875,SAMA GRANDE,TACNA,COSTA SUR,37.723,251.0,True,True,,,,534.0,False
qc00214901,CORUCA,TACNA,COSTA SUR,qc4722F344,LA TRANCA,TACNA,COSTA SUR,12.311,233.0,True,True,,,,629.0,False
qc00214901,CORUCA,TACNA,COSTA SUR,qc47E186BE,PUENTE VIEJO,TACNA,COSTA SUR,32.562,294.0,True,True,,,,568.0,False
qc00214901,CORUCA,TACNA,COSTA SUR,qc00205010,LOCUMBA,TACNA,COSTA SUR,32.564,294.0,True,True,,,,568.0,False
qc00214901,CORUCA,TACNA,COSTA SUR,qc00000807,CALANA,TACNA,COSTA SUR,45.066,77.0,True,True,,,,785.0,False
qc00117018,SAMA GRANDE,TACNA,COSTA SUR,qc00000875,SAMA GRANDE,TACNA,COSTA SUR,0.425,5.0,True,True,,,,534.0,False
qc00117018,SAMA GRANDE,TACNA,COSTA SUR,qc4722F344,LA TRANCA,TACNA,COSTA SUR,5.27,100.0,True,True,,,,629.0,False
qc00117018,SAMA GRANDE,TACNA,COSTA SUR,qc00205010,LOCUMBA,TACNA,COSTA SUR,34.371,39.0,True,True,,,,568.0,False
qc00117018,SAMA GRANDE,TACNA,COSTA SUR,qc47E186BE,PUENTE VIEJO,TACNA,COSTA SUR,34.389,39.0,True,True,,,,568.0,False
qc00117018,SAMA GRANDE,TACNA,COSTA SUR,qc00000853,LOCUMBA,TACNA,COSTA SUR,34.981,31.0,True,True,,,,560.0,False
qc00117018,SAMA GRANDE,TACNA,COSTA SUR,qc00000901,JORGE BASADRE,TACNA,COSTA SUR,36.574,8.0,True,True,,,,537.0,False
qc00117037,PALCA,TACNA,SIERRA SUR OCCIDENTAL,qc00158321,PALCA,TACNA,SIERRA SUR OCCIDENTAL,0.774,0.0,True,True,,,,3004.0,False
qc00117037,PALCA,TACNA,SIERRA SUR OCCIDENTAL,qc47E2D1CC,TARATA,TACNA,SIERRA SUR OCCIDENTAL,34.058,48.0,True,True,,,,3052.0,False
qc00117037,PALCA,TACNA,SIERRA SUR OCCIDENTAL,qc00117020,TARATA,TACNA,SIERRA SUR OCCIDENTAL,34.06,48.0,True,True,,,,3052.0,False
qc00117037,PALCA,TACNA,SIERRA SUR OCCIDENTAL,qc00000877,TARATA,TACNA,SIERRA SUR OCCIDENTAL,34.548,48.0,True,True,,,,3052.0,False
qc00117019,CANDARAVE,TACNA,SIERRA SUR OCCIDENTAL,qc47E2C2BA,CANDARAVE,TACNA,SIERRA SUR OCCIDENTAL,0.139,20.0,True,True,,,,3456.0,False
qc00117019,CANDARAVE,TACNA,SIERRA SUR OCCIDENTAL,qc00117033,SUSAPAYA,TACNA,SIERRA SUR OCCIDENTAL,15.579,8.0,True,True,,,,3468.0,False
qc00117019,CANDARAVE,TACNA,SIERRA SUR OCCIDENTAL,qc00158317,SUSAPAYA,TACNA,SIERRA SUR OCCIDENTAL,15.909,8.0,True,True,,,,3468.0,False
qc00117019,CANDARAVE,TACNA,SIERRA SUR OCCIDENTAL,qc00158318,SITAJARA,TACNA,SIERRA SUR OCCIDENTAL,17.218,310.0,True,True,,,,3166.0,False
qc00205010,LOCUMBA,TACNA,COSTA SUR,qc00000853,LOCUMBA,TACNA,COSTA SUR,0.915,8.0,True,True,,,,560.0,False
qc00205010,LOCUMBA,TACNA,COSTA SUR,qc00214901,CORUCA,TACNA,COSTA SUR,32.564,294.0,True,True,,,,862.0,False
qc00205010,LOCUMBA,TACNA,COSTA SUR,qc4722F344,LA TRANCA,TACNA,COSTA SUR,33.668,61.0,True,True,,,,629.0,False
qc00205010,LOCUMBA,TACNA,COSTA SUR,qc00000875,SAMA GRANDE,TACNA,COSTA SUR,34.268,34.0,True,True,,,,534.0,False
qc00205010,LOCUMBA,TACNA,COSTA SUR,qc00117018,SAMA GRANDE,TACNA,COSTA SUR,34.371,39.0,True,True,,,,529.0,False
qc00117012,ITE,TACNA,COSTA SUR,qc00117007,ILO,MOQUEGUA,COSTA SUR,42.87,58.0,True,True,,,,108.0,False
qc00117012,ITE,TACNA,COSTA SUR,qc00000840,ILO,MOQUEGUA,COSTA SUR,44.038,58.0,True,True,,,,108.0,False
qc00117012,ITE,TACNA,COSTA SUR,qc00117008,PUNTA COLES,MOQUEGUA,COSTA SUR,48.158,139.0,True,True,,,,27.0,False
qc00117012,ITE,TACNA,COSTA SUR,qc00000846,PUNTA COLES,MOQUEGUA,COSTA SUR,48.186,141.0,True,True,,,,25.0,False
qc00117012,ITE,TACNA,COSTA SUR,qc00118002,LA YARADA,TACNA,COSTA SUR,59.487,145.0,True,True,,,,21.0,False
qc00117020,TARATA,TACNA,SIERRA SUR OCCIDENTAL,qc00000877,TARATA,TACNA,SIERRA SUR OCCIDENTAL,0.643,0.0,True,True,,,,3052.0,False
qc00117020,TARATA,TACNA,SIERRA SUR OCCIDENTAL,qc00158318,SITAJARA,TACNA,SIERRA SUR OCCIDENTAL,15.818,114.0,True,True,,,,3166.0,False
qc00117020,TARATA,TACNA,SIERRA SUR OCCIDENTAL,qc00117054,ARICOTA,TACNA,SIERRA SUR OCCIDENTAL,27.033,215.0,True,True,,,,2837.0,False
qc00117020,TARATA,TACNA,SIERRA SUR OCCIDENTAL,qc47E12646,LAGUNA ARICOTA,TACNA,SIERRA SUR OCCIDENTAL,31.268,264.0,True,True,,,,2788.0,False
qc00117033,SUSAPAYA,TACNA,SIERRA SUR OCCIDENTAL,qc00158317,SUSAPAYA,TACNA,SIERRA SUR OCCIDENTAL,0.393,0.0,True,True,,,,3468.0,False
qc00117033,SUSAPAYA,TACNA,SIERRA SUR OCCIDENTAL,qc00158318,SITAJARA,TACNA,SIERRA SUR OCCIDENTAL,2.744,302.0,True,True,,,,3166.0,False
qc00117033,SUSAPAYA,TACNA,SIERRA SUR OCCIDENTAL,qc47E2C2BA,CANDARAVE,TACNA,SIERRA SUR OCCIDENTAL,15.452,12.0,True,True,,,,3456.0,False
qc00117033,SUSAPAYA,TACNA,SIERRA SUR OCCIDENTAL,qc00117019,CANDARAVE,TACNA,SIERRA SUR OCCIDENTAL,15.579,8.0,True,True,,,,3476.0,False
qc00103038,PUERTO PIZARRO,TUMBES,COSTA NORTE,qc472EF2D8,CAMPAMENTO SEDE,TUMBES,COSTA NORTE,6.586,8.0,True,True,,,,14.0,False
qc00103038,PUERTO PIZARRO,TUMBES,COSTA NORTE,qc00000132,PUERTO PIZARRO,TUMBES,COSTA NORTE,7.923,1.0,True,True,,,,7.0,False
qc00103038,PUERTO PIZARRO,TUMBES,COSTA NORTE,qc47E024BC,PUENTE TUMBES,TUMBES,COSTA NORTE,10.588,1.0,True,True,,,,7.0,False
qc00103038,PUERTO PIZARRO,TUMBES,COSTA NORTE,qc00000135,EL SALTO,TUMBES,COSTA NORTE,11.912,0.0,True,True,,,,6.0,False
qc00103038,PUERTO PIZARRO,TUMBES,COSTA NORTE,qc00103041,EL SALTO,TUMBES,COSTA NORTE,14.317,2.0,True,True,,,,4.0,False
qc00103038,PUERTO PIZARRO,TUMBES,COSTA NORTE,qc00103040,PAPAYAL,TUMBES,COSTA NORTE,19.706,45.0,True,True,,,,51.0,False
qc00100072,LA CRUZ,TUMBES,COSTA NORTE,qc47E024BC,PUENTE TUMBES,TUMBES,COSTA NORTE,13.885,1.0,True,True,,,,7.0,False
qc00100072,LA CRUZ,TUMBES,COSTA NORTE,qc472EF2D8,CAMPAMENTO SEDE,TUMBES,COSTA NORTE,18.062,8.0,True,True,,,,14.0,False
qc00100072,LA CRUZ,TUMBES,COSTA NORTE,qc00000132,PUERTO PIZARRO,TUMBES,COSTA NORTE,18.183,1.0,True,True,,,,7.0,False
qc00100072,LA CRUZ,TUMBES,COSTA NORTE,qc00200202,EL TIGRE,TUMBES,COSTA NORTE,20.308,38.0,True,True,,,,44.0,False
qc00100072,LA CRUZ,TUMBES,COSTA NORTE,qc4724A3F6,EL TIGRE,TUMBES,COSTA NORTE,20.325,38.0,True,True,,,,44.0,False
qc00100072,LA CRUZ,TUMBES,COSTA NORTE,qc00103036,RICA PLAYA,TUMBES,COSTA NORTE,21.941,55.0,True,True,,,,61.0,False
