cod_qc_obj,nombre_obj,dept_obj,sector_obj,cod_qc_vecina,nombre_vecina,dept_vecina,sector_vecina,dist_km,dz_par,mismo_sector,misma_region,r_pp,p_pp,r_temp,altitud_vec,inhomogeneidad_obj
qc00152204,EL PINTOR,AMAZONAS,SELVA NORTE ALTA,qc00152210,MAGUNCHAL,AMAZONAS,SELVA NORTE ALTA,40.424,109.0,True,True,0.7947,0.0,,632.0,False
qc00152204,EL PINTOR,AMAZONAS,SELVA NORTE ALTA,qc00221501,LOS NARANJOS,AMAZONAS,SELVA NORTE ALTA,10.273,96.0,True,True,,,,427.0,False
qc00152204,EL PINTOR,AMAZONAS,SELVA NORTE ALTA,qc00105068,BAGUA CHICA,AMAZONAS,SELVA NORTE ALTA,10.686,126.0,True,True,,,,397.0,False
qc00152204,EL PINTOR,AMAZONAS,SELVA NORTE ALTA,qc472B607A,CORRAL QUEMADO,AMAZONAS,SELVA NORTE ALTA,18.98,96.0,True,True,,,,427.0,False
qc00152204,EL PINTOR,AMAZONAS,SELVA NORTE ALTA,qc00220907,NARANJITO,AMAZONAS,SELVA NORTE ALTA,28.624,23.0,True,True,,,,500.0,False
qc00152204,EL PINTOR,AMAZONAS,SELVA NORTE ALTA,qc00105046,MAGUNCHAL,AMAZONAS,SELVA NORTE ALTA,40.372,109.0,True,True,,,,632.0,False
qc00158301,QUINISTAQUILLAS,MOQUEGUA,SIERRA SUR OCCIDENTAL,qc00000806,MOQUEGUA,MOQUEGUA,SIERRA SUR OCCIDENTAL,43.287,341.0,True,True,0.1965,1e-06,,1446.0,False
qc00158301,QUINISTAQUILLAS,MOQUEGUA,SIERRA SUR OCCIDENTAL,qc00116049,QUINISTAQUILLAS,MOQUEGUA,SIERRA SUR OCCIDENTAL,3.875,0.0,True,True,,,,1787.0,False
qc00158301,QUINISTAQUILLAS,MOQUEGUA,SIERRA SUR OCCIDENTAL,qc00116023,OMATE,MOQUEGUA,SIERRA SUR OCCIDENTAL,14.434,317.0,True,True,,,,2104.0,False
qc00158301,QUINISTAQUILLAS,MOQUEGUA,SIERRA SUR OCCIDENTAL,qc00100150,YACANGO,MOQUEGUA,SIERRA SUR OCCIDENTAL,34.615,266.0,True,True,,,,2053.0,False
qc00158301,QUINISTAQUILLAS,MOQUEGUA,SIERRA SUR OCCIDENTAL,qc00117031,TUMILACA,MOQUEGUA,SIERRA SUR OCCIDENTAL,39.087,142.0,True,True,,,,1929.0,False
qc00158301,QUINISTAQUILLAS,MOQUEGUA,SIERRA SUR OCCIDENTAL,qc00204804,TUMILACA,MOQUEGUA,SIERRA SUR OCCIDENTAL,39.161,142.0,True,True,,,,1929.0,False
qc00000806,MOQUEGUA,MOQUEGUA,SIERRA SUR OCCIDENTAL,qc00158301,QUINISTAQUILLAS,MOQUEGUA,SIERRA SUR OCCIDENTAL,43.287,341.0,True,True,0.1965,1e-06,,1787.0,False
qc00000806,MOQUEGUA,MOQUEGUA,SIERRA SUR OCCIDENTAL,qc4723F1BE,MOQUEGUA,MOQUEGUA,SIERRA SUR OCCIDENTAL,1.065,0.0,True,True,,,,1446.0,False
qc00000806,MOQUEGUA,MOQUEGUA,SIERRA SUR OCCIDENTAL,qc00117002,MOQUEGUA,MOQUEGUA,SIERRA SUR OCCIDENTAL,1.066,0.0,True,True,,,,1446.0,False
qc00000806,MOQUEGUA,MOQUEGUA,SIERRA SUR OCCIDENTAL,qc00116049,QUINISTAQUILLAS,MOQUEGUA,SIERRA SUR OCCIDENTAL,46.769,341.0,True,True,,,,1787.0,False
qc00000806,MOQUEGUA,MOQUEGUA,SIERRA SUR OCCIDENTAL,qc00117016,ILABAYA,TACNA,SIERRA SUR OCCIDENTAL,52.351,72.0,True,True,,,,1374.0,False
qc00000390,JUANCITO,LORETO,SELVA NORTE BAJA,qc00105091,TAMANCO,LORETO,SELVA NORTE BAJA,69.646,16.0,True,True,,,,104.0,False
qc00000281,GENARO HERRERA,LORETO,SELVA NORTE BAJA,qc00104071,GENARO HERRERA,LORETO,SELVA NORTE BAJA,2.245,21.0,True,True,,,,103.0,False
qc00000281,GENARO HERRERA,LORETO,SELVA NORTE BAJA,qc00251104,GENARO HERRERA,LORETO,SELVA NORTE BAJA,2.457,21.0,True,True,,,,103.0,False
qc00000281,GENARO HERRERA,LORETO,SELVA NORTE BAJA,qc00104067,BAGAZAN,LORETO,SELVA NORTE BAJA,24.026,24.0,True,True,,,,100.0,False
qc00000281,GENARO HERRERA,LORETO,SELVA NORTE BAJA,qc00105095,REQUENA,LORETO,SELVA NORTE BAJA,25.731,4.0,True,True,,,,128.0,False
qc00000281,GENARO HERRERA,LORETO,SELVA NORTE BAJA,qc00250101,REQUENA,LORETO,SELVA NORTE BAJA,25.953,76.0,True,True,,,,200.0,False
qc00000281,GENARO HERRERA,LORETO,SELVA NORTE BAJA,qc00152406,BAGAZAN,LORETO,SELVA NORTE BAJA,37.817,24.0,True,True,,,,100.0,False
qc00152402,BRETA�A,LORETO,SELVA NORTE BAJA,qc00152401,SANTA RITA DE CASTILLA,LORETO,SELVA NORTE BAJA,72.392,5.0,True,True,0.4427,0.0,,114.0,False
qc00152402,BRETA�A,LORETO,SELVA NORTE BAJA,qc00152406,BAGAZAN,LORETO,SELVA NORTE BAJA,84.205,9.0,True,True,0.5745,0.0,,100.0,False
qc00152402,BRETA�A,LORETO,SELVA NORTE BAJA,qc00105090,BRETAÑA,LORETO,SELVA NORTE BAJA,1.868,3.0,True,True,,,,106.0,False
qc00152402,BRETA�A,LORETO,SELVA NORTE BAJA,qc00105092,FLOR DE PUNGA,LORETO,SELVA NORTE BAJA,26.883,26.0,True,True,,,,135.0,False
qc00152402,BRETA�A,LORETO,SELVA NORTE BAJA,qc00251100,FLOR DE PUNGA,LORETO,SELVA NORTE BAJA,27.224,26.0,True,True,,,,135.0,False
qc00152402,BRETA�A,LORETO,SELVA NORTE BAJA,qc00105091,TAMANCO,LORETO,SELVA NORTE BAJA,58.921,5.0,True,True,,,,104.0,False
qc00150209,SANTA ROSA,LORETO,SELVA NORTE BAJA,qc00240108,SANTA ROSA,LORETO,SELVA NORTE BAJA,0.391,13.0,True,True,,,,58.0,False
qc00150209,SANTA ROSA,LORETO,SELVA NORTE BAJA,qc00240005, PUERTO ALEGRIA,,SELVA NORTE BAJA,16.408,3.0,True,True,,,,68.0,False
qc00150209,SANTA ROSA,LORETO,SELVA NORTE BAJA,qc00103031,CABALLOCOCHA,LORETO,SELVA NORTE BAJA,70.846,4.0,True,True,,,,75.0,False
qc00150209,SANTA ROSA,LORETO,SELVA NORTE BAJA,qc4727547C,CABALLOCOCHA,LORETO,SELVA NORTE BAJA,70.859,4.0,True,True,,,,75.0,False
qc00158308,CALACOA,MOQUEGUA,SIERRA SUR OCCIDENTAL,qc00116051,CALACOA,MOQUEGUA,SIERRA SUR OCCIDENTAL,0.748,0.0,True,True,,,,3446.0,False
qc00158308,CALACOA,MOQUEGUA,SIERRA SUR OCCIDENTAL,qc00116025,CARUMAS,MOQUEGUA,SIERRA SUR OCCIDENTAL,8.572,392.0,True,True,,,,3054.0,False
qc00158308,CALACOA,MOQUEGUA,SIERRA SUR OCCIDENTAL,qc00100142,UBINAS,MOQUEGUA,SIERRA SUR OCCIDENTAL,42.453,62.0,True,True,,,,3384.0,False
qc00158308,CALACOA,MOQUEGUA,SIERRA SUR OCCIDENTAL,qc00000851,UBINAS,MOQUEGUA,SIERRA SUR OCCIDENTAL,44.125,62.0,True,True,,,,3384.0,False
qc00158308,CALACOA,MOQUEGUA,SIERRA SUR OCCIDENTAL,qc00116021,PUQUINA,MOQUEGUA,SIERRA SUR OCCIDENTAL,54.799,361.0,True,True,,,,3085.0,False
qc00152401,SANTA RITA DE CASTILLA,LORETO,SELVA NORTE BAJA,qc00152406,BAGAZAN,LORETO,SELVA NORTE BAJA,53.966,14.0,True,True,0.531,0.0,,100.0,False
qc00152401,SANTA RITA DE CASTILLA,LORETO,SELVA NORTE BAJA,qc00152402,BRETA�A,LORETO,SELVA NORTE BAJA,72.392,5.0,True,True,0.4427,0.0,,109.0,False
qc00152401,SANTA RITA DE CASTILLA,LORETO,SELVA NORTE BAJA,qc00104065,SANTA RITA DE CASTILLA,LORETO,SELVA NORTE BAJA,2.523,10.0,True,True,,,,104.0,False
qc00152401,SANTA RITA DE CASTILLA,LORETO,SELVA NORTE BAJA,qc00220105,SAN REGIS,LORETO,SELVA NORTE BAJA,53.111,13.0,True,True,,,,101.0,False
qc00152401,SANTA RITA DE CASTILLA,LORETO,SELVA NORTE BAJA,qc00104098,SAN REGIS,LORETO,SELVA NORTE BAJA,53.125,13.0,True,True,,,,101.0,False
qc00152401,SANTA RITA DE CASTILLA,LORETO,SELVA NORTE BAJA,qc00104112,SAN REGIS,,SELVA NORTE BAJA,53.125,22.0,True,True,,,,92.0,False
qc00000278,SAN RAMON,LORETO,SELVA NORTE BAJA,qc00153315,SHANUSI,LORETO,SELVA NORTE BAJA,24.832,23.0,True,True,0.1634,0.000131,,154.0,False
qc00000278,SAN RAMON,LORETO,SELVA NORTE BAJA,qc00153322,PELEJO,SAN MARTIN,SELVA NORTE BAJA,45.352,8.0,True,True,0.1266,0.003157,,139.0,False
qc00000278,SAN RAMON,LORETO,SELVA NORTE BAJA,qc00003317,PONGO DE CAYNARACHI,SAN MARTIN,SELVA NORTE BAJA,50.695,109.0,True,True,0.1204,0.004995,,240.0,False
qc00000278,SAN RAMON,LORETO,SELVA NORTE BAJA,qc00000310,EL PORVENIR,SAN MARTIN,SELVA NORTE BAJA,76.952,71.0,True,True,0.2383,0.0,,202.0,False
qc00000278,SAN RAMON,LORETO,SELVA NORTE BAJA,qc00100132,SHANUSI,LORETO,SELVA NORTE BAJA,23.821,23.0,True,True,,,,154.0,False
qc00000278,SAN RAMON,LORETO,SELVA NORTE BAJA,qc00106112,PELEJO,SAN MARTIN,SELVA NORTE BAJA,44.338,8.0,True,True,,,,139.0,False
qc00153315,SHANUSI,LORETO,SELVA NORTE BAJA,qc00000278,SAN RAMON,LORETO,SELVA NORTE BAJA,24.832,23.0,True,True,0.1634,0.000131,,131.0,False
qc00153315,SHANUSI,LORETO,SELVA NORTE BAJA,qc00003317,PONGO DE CAYNARACHI,SAN MARTIN,SELVA NORTE BAJA,29.588,86.0,True,True,0.1214,0.002797,,240.0,False
qc00153315,SHANUSI,LORETO,SELVA NORTE BAJA,qc00153311,CU�UMBUQUE,SAN MARTIN,SELVA NORTE BAJA,54.88,246.0,True,True,0.1349,0.000881,,400.0,False
qc00153315,SHANUSI,LORETO,SELVA NORTE BAJA,qc00100132,SHANUSI,LORETO,SELVA NORTE BAJA,1.027,0.0,True,True,,,,154.0,False
qc00153315,SHANUSI,LORETO,SELVA NORTE BAJA,qc00100104,PONGO DE CAYNARACHI,SAN MARTIN,SELVA NORTE BAJA,28.986,33.0,True,True,,,,187.0,False
qc00153315,SHANUSI,LORETO,SELVA NORTE BAJA,qc00221801,CUMBAZA,SAN MARTIN,SELVA NORTE BAJA,46.773,138.0,True,True,,,,292.0,False
qc00000150,MAZAN,LORETO,SELVA NORTE BAJA,qc00103044,MAZAN,LORETO,SELVA NORTE BAJA,0.465,1.0,True,True,,,,157.0,False
qc00000150,MAZAN,LORETO,SELVA NORTE BAJA,qc00103012,BELLAVISTA,LORETO,SELVA NORTE BAJA,1.433,53.0,True,True,,,,105.0,False
qc00000150,MAZAN,LORETO,SELVA NORTE BAJA,qc00240111,BELLAVISTA,LORETO,SELVA NORTE BAJA,1.443,51.0,True,True,,,,107.0,False
qc00000150,MAZAN,LORETO,SELVA NORTE BAJA,qc00150204,TIMICURILLO,LORETO,SELVA NORTE BAJA,4.276,73.0,True,True,,,,85.0,False
qc00000150,MAZAN,LORETO,SELVA NORTE BAJA,qc00240202,TIMICURILLO,LORETO,SELVA NORTE BAJA,4.342,73.0,True,True,,,,85.0,False
qc00000150,MAZAN,LORETO,SELVA NORTE BAJA,qc00150206,SANTA CRUZ,LORETO,SELVA NORTE BAJA,6.274,45.0,True,True,,,,113.0,False
qc00152409,SANTA MARIA DE NANAY,LORETO,SELVA NORTE BAJA,qc00240302,PUERTO ALMENDRA,,SELVA NORTE BAJA,36.161,3.0,True,True,,,,92.0,False
qc00152409,SANTA MARIA DE NANAY,LORETO,SELVA NORTE BAJA,qc00103046,PUERTO ALMENDRA,LORETO,SELVA NORTE BAJA,36.181,7.0,True,True,,,,96.0,False
qc00152409,SANTA MARIA DE NANAY,LORETO,SELVA NORTE BAJA,qc00103023,MORALILLO,LORETO,SELVA NORTE BAJA,39.868,17.0,True,True,,,,106.0,False
qc00152409,SANTA MARIA DE NANAY,LORETO,SELVA NORTE BAJA,qc00240502,PUENTE ITAYA,,SELVA NORTE BAJA,44.183,1.0,True,True,,,,90.0,False
qc00152409,SANTA MARIA DE NANAY,LORETO,SELVA NORTE BAJA,qc00150205,BELLAVISTA,LORETO,SELVA NORTE BAJA,45.654,16.0,True,True,,,,105.0,False
qc00152409,SANTA MARIA DE NANAY,LORETO,SELVA NORTE BAJA,qc00103052,SAN ROQUE,LORETO,SELVA NORTE BAJA,46.288,17.0,True,True,,,,106.0,False
qc00150206,SANTA CRUZ,LORETO,SELVA NORTE BAJA,qc00103013,SANTA CRUZ,LORETO,SELVA NORTE BAJA,2.804,18.0,True,True,,,,95.0,False
qc00150206,SANTA CRUZ,LORETO,SELVA NORTE BAJA,qc00240109,SANTA CRUZ,LORETO,SELVA NORTE BAJA,2.958,18.0,True,True,,,,95.0,False
qc00150206,SANTA CRUZ,LORETO,SELVA NORTE BAJA,qc00103044,MAZAN,LORETO,SELVA NORTE BAJA,5.921,44.0,True,True,,,,157.0,False
qc00150206,SANTA CRUZ,LORETO,SELVA NORTE BAJA,qc00150204,TIMICURILLO,LORETO,SELVA NORTE BAJA,6.144,28.0,True,True,,,,85.0,False
qc00150206,SANTA CRUZ,LORETO,SELVA NORTE BAJA,qc00240202,TIMICURILLO,LORETO,SELVA NORTE BAJA,6.164,28.0,True,True,,,,85.0,False
qc00150206,SANTA CRUZ,LORETO,SELVA NORTE BAJA,qc00000150,MAZAN,LORETO,SELVA NORTE BAJA,6.274,45.0,True,True,,,,158.0,False
qc00150207,LA LIBERTAD,LORETO,SELVA NORTE BAJA,qc00240112,LA LIBERTAD,,SELVA NORTE BAJA,2.74,10.0,True,True,,,,100.0,False
qc00150207,LA LIBERTAD,LORETO,SELVA NORTE BAJA,qc00103014,LA LIBERTAD,LORETO,SELVA NORTE BAJA,2.746,11.0,True,True,,,,99.0,False
qc00150207,LA LIBERTAD,LORETO,SELVA NORTE BAJA,qc00240109,SANTA CRUZ,LORETO,SELVA NORTE BAJA,11.381,15.0,True,True,,,,95.0,False
qc00150207,LA LIBERTAD,LORETO,SELVA NORTE BAJA,qc00103013,SANTA CRUZ,LORETO,SELVA NORTE BAJA,11.503,15.0,True,True,,,,95.0,False
qc00150207,LA LIBERTAD,LORETO,SELVA NORTE BAJA,qc00150206,SANTA CRUZ,LORETO,SELVA NORTE BAJA,12.625,3.0,True,True,,,,113.0,False
qc00150207,LA LIBERTAD,LORETO,SELVA NORTE BAJA,qc00103044,MAZAN,LORETO,SELVA NORTE BAJA,17.906,47.0,True,True,,,,157.0,False
qc00152406,BAGAZAN,LORETO,SELVA NORTE BAJA,qc00152401,SANTA RITA DE CASTILLA,LORETO,SELVA NORTE BAJA,53.966,14.0,True,True,0.531,0.0,,114.0,False
qc00152406,BAGAZAN,LORETO,SELVA NORTE BAJA,qc00152402,BRETA�A,LORETO,SELVA NORTE BAJA,84.205,9.0,True,True,0.5745,0.0,,109.0,False
qc00152406,BAGAZAN,LORETO,SELVA NORTE BAJA,qc00152409,SANTA MARIA DE NANAY,LORETO,SELVA NORTE BAJA,88.935,11.0,True,True,0.1137,0.005162,,89.0,False
qc00152406,BAGAZAN,LORETO,SELVA NORTE BAJA,qc00220105,SAN REGIS,LORETO,SELVA NORTE BAJA,17.114,1.0,True,True,,,,101.0,False
qc00152406,BAGAZAN,LORETO,SELVA NORTE BAJA,qc00104098,SAN REGIS,LORETO,SELVA NORTE BAJA,17.134,1.0,True,True,,,,101.0,False
qc00152406,BAGAZAN,LORETO,SELVA NORTE BAJA,qc00104112,SAN REGIS,,SELVA NORTE BAJA,17.134,8.0,True,True,,,,92.0,False
qc00150205,BELLAVISTA,LORETO,SELVA NORTE BAJA,qc00150207,LA LIBERTAD,LORETO,SELVA NORTE BAJA,43.814,5.0,True,True,,,,110.0,False
qc00150205,BELLAVISTA,LORETO,SELVA NORTE BAJA,qc00240112,LA LIBERTAD,,SELVA NORTE BAJA,44.5,5.0,True,True,,,,100.0,False
qc00150205,BELLAVISTA,LORETO,SELVA NORTE BAJA,qc00103014,LA LIBERTAD,LORETO,SELVA NORTE BAJA,44.523,6.0,True,True,,,,99.0,False
qc00150205,BELLAVISTA,LORETO,SELVA NORTE BAJA,qc00240001,SANTA MARIA DE NANAY,LORETO,SELVA NORTE BAJA,45.62,15.0,True,True,,,,120.0,False
qc00150205,BELLAVISTA,LORETO,SELVA NORTE BAJA,qc00152409,SANTA MARIA DE NANAY,LORETO,SELVA NORTE BAJA,45.654,16.0,True,True,,,,89.0,False
qc00150205,BELLAVISTA,LORETO,SELVA NORTE BAJA,qc00240302,PUERTO ALMENDRA,,SELVA NORTE BAJA,47.692,13.0,True,True,,,,92.0,False
qc00158310,ICHU�A,MOQUEGUA,SIERRA SUR OCCIDENTAL,qc00100059,ICHUÑA,,SIERRA SUR OCCIDENTAL,1.374,24.0,True,True,,,,3768.0,False
qc00158310,ICHU�A,MOQUEGUA,SIERRA SUR OCCIDENTAL,qc00115051,MAÑAZO,PUNO,SIERRA SUR ORIENTAL,43.322,132.0,False,True,,,,3924.0,False
qc00158310,ICHU�A,MOQUEGUA,SIERRA SUR OCCIDENTAL,qc00115158,SANTA LUCIA,,SIERRA SUR ORIENTAL,48.784,240.0,False,True,,,,4032.0,False
qc00158310,ICHU�A,MOQUEGUA,SIERRA SUR OCCIDENTAL,qc00115140,SANTA LUCIA,,SIERRA SUR ORIENTAL,48.785,240.0,False,True,,,,4032.0,False
qc00158310,ICHU�A,MOQUEGUA,SIERRA SUR OCCIDENTAL,qc472CB426,LARAQUERI,PUNO,SIERRA SUR ORIENTAL,54.136,141.0,False,True,,,,3933.0,False
qc00158310,ICHU�A,MOQUEGUA,SIERRA SUR OCCIDENTAL,qc00116033,LARAQUERI,PUNO,SIERRA SUR ORIENTAL,54.138,141.0,False,True,,,,3933.0,False
qc00000846,PUNTA COLES,MOQUEGUA,COSTA SUR,qc00000840,ILO,MOQUEGUA,COSTA SUR,12.063,83.0,True,True,0.4771,0.0,,108.0,False
qc00000846,PUNTA COLES,MOQUEGUA,COSTA SUR,qc00000837,PAMPA BLANCA,AREQUIPA,COSTA SUR,78.837,75.0,True,True,0.1372,0.000671,,100.0,False
qc00000846,PUNTA COLES,MOQUEGUA,COSTA SUR,qc00117007,ILO,MOQUEGUA,COSTA SUR,13.612,83.0,True,True,,,,108.0,False
qc00000846,PUNTA COLES,MOQUEGUA,COSTA SUR,qc00117012,ITE,TACNA,COSTA SUR,48.186,141.0,True,True,,,,166.0,False
qc00000846,PUNTA COLES,MOQUEGUA,COSTA SUR,qc00117005,PAMPA BLANCA,AREQUIPA,COSTA SUR,78.823,83.0,True,True,,,,108.0,False
qc00000846,PUNTA COLES,MOQUEGUA,COSTA SUR,qc00117061,PAMPA BLANCA,,COSTA SUR,78.823,75.0,True,True,,,,100.0,False
qc00000235,MORROPON,PIURA,COSTA NORTE,qc00150001,SAN PEDRO,PIURA,COSTA NORTE,13.947,105.0,True,True,0.4636,0.0,,245.0,False
qc00000235,MORROPON,PIURA,COSTA NORTE,qc47E037CA,CORRAL DEL MEDIO,PIURA,COSTA NORTE,9.011,67.0,True,True,,,,207.0,False
qc00000235,MORROPON,PIURA,COSTA NORTE,qc00200415,SAN PEDRO,PIURA,COSTA NORTE,13.899,101.0,True,True,,,,241.0,False
qc00000235,MORROPON,PIURA,COSTA NORTE,qc47E08444,SAN PEDRO,PIURA,COSTA NORTE,13.904,100.0,True,True,,,,240.0,False
qc00000235,MORROPON,PIURA,COSTA NORTE,qc00100126,SAN PEDRO,PIURA,COSTA NORTE,13.904,100.0,True,True,,,,240.0,False
qc00000235,MORROPON,PIURA,COSTA NORTE,qc472FA05E,MALACASI,PIURA,COSTA NORTE,20.754,13.0,True,True,,,,153.0,False
qc00000255,CHULUCANAS,PIURA,COSTA NORTE,qc00105070,CHULUCANAS,PIURA,COSTA NORTE,0.975,0.0,True,True,,,,2283.0,False
qc00000255,CHULUCANAS,PIURA,COSTA NORTE,qc472FB328,CHALACO,PIURA,SIERRA NORTE OCCIDENTAL,38.743,0.0,False,False,,,,2283.0,False
qc00150001,SAN PEDRO,PIURA,COSTA NORTE,qc00000235,MORROPON,PIURA,COSTA NORTE,13.947,105.0,True,True,0.4636,0.0,,140.0,False
qc00150001,SAN PEDRO,PIURA,COSTA NORTE,qc472F7636,MORROPON,PIURA,COSTA NORTE,13.97,117.0,True,True,,,,128.0,False
qc00150001,SAN PEDRO,PIURA,COSTA NORTE,qc00105106,MORROPON,PIURA,COSTA NORTE,13.97,105.0,True,True,,,,140.0,False
qc00150001,SAN PEDRO,PIURA,COSTA NORTE,qc472F6540,CHULUCANAS,PIURA,COSTA NORTE,17.618,150.0,True,True,,,,95.0,False
qc00150001,SAN PEDRO,PIURA,COSTA NORTE,qc47E0415A,PUENTE ÑACARA,PIURA,COSTA NORTE,18.094,154.0,True,True,,,,91.0,False
qc00150001,SAN PEDRO,PIURA,COSTA NORTE,qc47E037CA,CORRAL DEL MEDIO,PIURA,COSTA NORTE,18.726,38.0,True,True,,,,207.0,False
qc00152127,TULUCE,PIURA,SIERRA NORTE ORIENTAL,qc00152128,HACIENDA SHUMAYA,PIURA,SIERRA NORTE ORIENTAL,13.464,126.0,True,True,0.1968,1e-06,,2064.0,False
qc00152127,TULUCE,PIURA,SIERRA NORTE ORIENTAL,qc00152126,SONDORILLO,PIURA,SIERRA NORTE ORIENTAL,17.558,9.0,True,True,0.1267,0.001829,,1929.0,False
qc00152127,TULUCE,PIURA,SIERRA NORTE ORIENTAL,qc00152129,SALLIQUE,CAJAMARCA,SIERRA NORTE ORIENTAL,18.928,134.0,True,True,0.1148,0.00477,,1804.0,False
qc00152127,TULUCE,PIURA,SIERRA NORTE ORIENTAL,qc00105023,TULUCE,PIURA,SIERRA NORTE ORIENTAL,3.272,0.0,True,True,,,,1938.0,False
qc00152127,TULUCE,PIURA,SIERRA NORTE ORIENTAL,qc00105024,HACIENDA SHUMAYA,PIURA,SIERRA NORTE ORIENTAL,14.278,155.0,True,True,,,,2093.0,False
qc00152127,TULUCE,PIURA,SIERRA NORTE ORIENTAL,qc00220509,SONDORILLO,PIURA,SIERRA NORTE ORIENTAL,17.772,237.0,True,True,,,,1701.0,False
qc00152126,SONDORILLO,PIURA,SIERRA NORTE ORIENTAL,qc00000240,TABACONAS,CAJAMARCA,SIERRA NORTE ORIENTAL,13.494,24.0,True,True,0.1281,0.001742,,1905.0,False
qc00152126,SONDORILLO,PIURA,SIERRA NORTE ORIENTAL,qc00152127,TULUCE,PIURA,SIERRA NORTE ORIENTAL,17.558,9.0,True,True,0.1267,0.001829,,1938.0,False
qc00152126,SONDORILLO,PIURA,SIERRA NORTE ORIENTAL,qc00220509,SONDORILLO,PIURA,SIERRA NORTE ORIENTAL,1.023,228.0,True,True,,,,1701.0,False
qc00152126,SONDORILLO,PIURA,SIERRA NORTE ORIENTAL,qc00105022,SONDORILLO,PIURA,SIERRA NORTE ORIENTAL,2.784,0.0,True,True,,,,1929.0,False
qc00152126,SONDORILLO,PIURA,SIERRA NORTE ORIENTAL,qc00105024,HACIENDA SHUMAYA,PIURA,SIERRA NORTE ORIENTAL,5.961,164.0,True,True,,,,2093.0,False
qc00152126,SONDORILLO,PIURA,SIERRA NORTE ORIENTAL,qc00152128,HACIENDA SHUMAYA,PIURA,SIERRA NORTE ORIENTAL,6.877,135.0,True,True,,,,2064.0,False
qc00152128,HACIENDA SHUMAYA,PIURA,SIERRA NORTE ORIENTAL,qc00152127,TULUCE,PIURA,SIERRA NORTE ORIENTAL,13.464,126.0,True,True,0.1968,1e-06,,1938.0,False
qc00152128,HACIENDA SHUMAYA,PIURA,SIERRA NORTE ORIENTAL,qc00105024,HACIENDA SHUMAYA,PIURA,SIERRA NORTE ORIENTAL,1.031,29.0,True,True,,,,2093.0,False
qc00152128,HACIENDA SHUMAYA,PIURA,SIERRA NORTE ORIENTAL,qc00152126,SONDORILLO,PIURA,SIERRA NORTE ORIENTAL,6.877,135.0,True,True,,,,1929.0,False
qc00152128,HACIENDA SHUMAYA,PIURA,SIERRA NORTE ORIENTAL,qc00220509,SONDORILLO,PIURA,SIERRA NORTE ORIENTAL,7.731,363.0,True,True,,,,1701.0,False
qc00152128,HACIENDA SHUMAYA,PIURA,SIERRA NORTE ORIENTAL,qc00105022,SONDORILLO,PIURA,SIERRA NORTE ORIENTAL,9.281,135.0,True,True,,,,1929.0,False
qc00152128,HACIENDA SHUMAYA,PIURA,SIERRA NORTE ORIENTAL,qc00000240,TABACONAS,CAJAMARCA,SIERRA NORTE ORIENTAL,9.533,159.0,True,True,,,,1905.0,False
qc00000851,UBINAS,MOQUEGUA,SIERRA SUR OCCIDENTAL,qc00100142,UBINAS,MOQUEGUA,SIERRA SUR OCCIDENTAL,1.853,0.0,True,True,,,,3384.0,False
qc00000851,UBINAS,MOQUEGUA,SIERRA SUR OCCIDENTAL,qc00100059,ICHUÑA,,SIERRA SUR OCCIDENTAL,41.955,384.0,True,True,,,,3768.0,False
qc00000851,UBINAS,MOQUEGUA,SIERRA SUR OCCIDENTAL,qc00158308,CALACOA,MOQUEGUA,SIERRA SUR OCCIDENTAL,44.125,62.0,True,True,,,,3446.0,False
qc00000851,UBINAS,MOQUEGUA,SIERRA SUR OCCIDENTAL,qc00116051,CALACOA,MOQUEGUA,SIERRA SUR OCCIDENTAL,44.408,62.0,True,True,,,,3446.0,False
qc00000851,UBINAS,MOQUEGUA,SIERRA SUR OCCIDENTAL,qc00116021,PUQUINA,MOQUEGUA,SIERRA SUR OCCIDENTAL,45.405,299.0,True,True,,,,3085.0,False
qc00000851,UBINAS,MOQUEGUA,SIERRA SUR OCCIDENTAL,qc00116025,CARUMAS,MOQUEGUA,SIERRA SUR OCCIDENTAL,51.492,330.0,True,True,,,,3054.0,False
qc00000248,HUARMACA,PIURA,SIERRA NORTE OCCIDENTAL,qc00152129,SALLIQUE,CAJAMARCA,SIERRA NORTE ORIENTAL,25.321,376.0,False,True,0.2437,0.0,,1804.0,False
qc00000248,HUARMACA,PIURA,SIERRA NORTE OCCIDENTAL,qc00152126,SONDORILLO,PIURA,SIERRA NORTE ORIENTAL,28.808,251.0,False,True,0.2682,0.0,,1929.0,False
qc00000248,HUARMACA,PIURA,SIERRA NORTE OCCIDENTAL,qc00152128,HACIENDA SHUMAYA,PIURA,SIERRA NORTE ORIENTAL,28.912,116.0,False,True,0.1091,0.007362,,2064.0,False
qc00000248,HUARMACA,PIURA,SIERRA NORTE OCCIDENTAL,qc00105064,HUARMACA,PIURA,SIERRA NORTE OCCIDENTAL,0.652,0.0,True,True,,,,2180.0,False
qc00000248,HUARMACA,PIURA,SIERRA NORTE OCCIDENTAL,qc00152127,TULUCE,PIURA,SIERRA NORTE ORIENTAL,19.122,242.0,False,True,,,,1938.0,False
qc00000248,HUARMACA,PIURA,SIERRA NORTE OCCIDENTAL,qc00105023,TULUCE,PIURA,SIERRA NORTE ORIENTAL,22.39,242.0,False,True,,,,1938.0,False
